"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-21","10.51",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","33","H,,S","40",",,W","25",",,W","  360",",,W","   30",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-22","6.93",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","34","H,,S","50",",,W","22",",,W","  110",",,W","  110",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-23","9.17",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","36","H,,S","43",",,W","25",",,W","   50",",,W","   40",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-24","17.45",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","36","H,,S","40",",,W","32",",,W","   90",",,W","   90",",,W","28.0",",,W","38.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-25","14.09",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","34","H,,S","41",",,W","27",",,W","  100",",,W","  100",",,W","21.0",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-26","9.62",",,W","0.23",",,W,2400","0.0",",,W","0.0",",,W,2400","39","H,,S","53",",,W","31",",,W","  150",",,W","  140",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-27","9.40",",,W","0.15",",,W,2400","0.0",",,W","0.0",",,W,2400","49","H,,S","51",",,W","39",",,W","  300",",,W","  210",",,W","16.1",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-28","4.47",",,W","0.01",",,W,2400","0.0",",,W","0.0",",,W,2400","45","H,,S","54",",,W","39",",,W","   60",",,W","   60",",,W","13.0",",,W","15.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-29","8.95",",,W","0.05",",,W,2400","0.0",",,W","0.0",",,W,2400","45","H,,S","50",",,W","35",",,W","   30",",,W","   20",",,W","21.9",",,W","27.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-30","7.83",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","39","H,,S","49",",,W","33",",,W","  240",",,W","  240",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-03-31","15.88",",,W","0.09",",,W,2400","0.0",",,W","0.0",",,W,2400","44","H,,S","58",",,W","32",",,W","  210",",,W","  210",",,W","30.0",",,W","40.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-01","7.83",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","32","H,,S","35",",,W","24",",,W","  340",",,W","  340",",,W","17.0",",,W","19.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-02","6.93",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","32","H,,S","44",",,W","21",",,W","  100",",,W","  100",",,W","16.1",",,W","19.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-03","12.08",",,W","0.20",",,W,2400","0.0","T,,W","0.0",",,W,2400","39","H,,S","40",",,W","34",",,W","   20",",,W","   10",",,W","21.0",",,W","25.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-04","15.21",",,W","0.01",",,W,2400","0.2",",,W","0.0",",,W,2400","32","H,,S","35",",,W","26",",,W","  300",",,W","  300",",,W","28.0",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-05","7.38",",,W","0.07",",,W,2400","0.0","T,,W","0.0",",,W,2400","32","H,,S","42",",,W","23",",,W","  210",",,W","  190",",,W","17.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-06","14.32",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","35","H,,S","38",",,W","25",",,W","  290",",,W","  310",",,W","28.0",",,W","34.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-07","8.95",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","28","H,,S","39",",,W","20",",,W","  320",",,W","  300",",,W","18.1",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-08","6.93",",,W","0.01",",,W,2400","0.0","T,,W","0.0",",,W,2400","31","H,,S","39",",,W","21",",,W","   70",",,W","  100",",,W","15.0",",,W","17.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-09","6.04",",,W","0.13",",,W,2400","2.0",",,W","1.2",",,W,2400","33","H,,S","39",",,W","30",",,W","   50",",,W","   30",",,W","12.1",",,W","14.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-10","8.50",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","36","H,,S","46",",,W","28",",,W","  250",",,W","  230",",,W","15.0",",,W","21.0",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-11","9.84",",,W","0.05",",,W,2400","0.0",",,W","0.0",",,W,2400","48","H,,S","66",",,W","39",",,W","  240",",,W","  240",",,W","18.1",",,W","23.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-12","14.09",",,W","0.03",",,W,2400","0.0",",,W","0.0",",,W,2400","56","H,,S","73",",,W","42",",,W","  250",",,W","  230",",,W","25.1",",,W","35.1",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-13","13.20",",,W","0.07",",,W,2400","0.0",",,W","0.0",",,W,2400","43","H,,S","47",",,W","39",",,W","   40",",,W","   40",",,W","33.1",",,W","40.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-14","21.03",",,W","0.96",",,W,2400","0.0",",,W","0.0",",,W,2400","39","H,,S","39",",,W","36",",,W","   60",",,W","   30",",,W","31.1",",,W","40.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-15","13.65",",,W","0.74",",,W,2400","0.2",",,W","0.0",",,W,2400","35","H,,S","37",",,W","28",",,W","   60",",,W","   40",",,W","23.9",",,W","30.0",",,W","    1",",,W",,,,,"    1",",,W",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-16","14.99",",,W","0.01",",,W,2400","0.3",",,W","0.0",",,W,2400","31","H,,S","35",",,W","27",",,W","  300",",,W","  300",",,W","23.9",",,W","31.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-17","11.18",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","35","H,,S","43",",,W","29",",,W","  320",",,W","  300",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-18","11.63",",,W","0.41",",,W,2400","0.4",",,W","0.0",",,W,2400","35","H,,S","37",",,W","30",",,W","   80",",,W","   80",",,W","25.1",",,W","32.0",",,W","    1",",,W",,,,,"    1",",,W",,,"    1",",,W","    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-19","9.84",",,W","0.01",",,W,2400","0.1",",,W","0.0",",,W,2400","39","H,,S","55",",,W","31",",,W","  330",",,W","   20",",,W","15.0",",,W","21.9",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-20","4.92",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","47","H,,S","61",",,W","31",",,W","   90",",,W","  100",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-21","3.80",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","47","H,,S","55",",,W","39",",,W","  100",",,W","  100",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-22","10.51",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","50","H,,S","62",",,W","42",",,W","   60",",,W","   90",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-23","11.86",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","51","H,,S","63",",,W","43",",,W","   20",",,W","   10",",,W","19.9",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-24","8.50",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","55","H,,S","65",",,W","48",",,W","  360",",,W","  360",",,W","19.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-25","13.87",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","49","H,,S","53",",,W","38",",,W","   10",",,W","   20",",,W","30.0",",,W","36.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-26","3.80",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","48","H,,S","66",",,W","36",",,W","  260",",,W","  260",",,W","14.1",",,W","18.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-27","13.87",",,W","0.02",",,W,2400","0.0",",,W","0.0",",,W,2400","53","H,,S","58",",,W","39",",,W","  350",",,W","  350",",,W","29.1",",,W","34.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-28","12.30",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","42","H,,S","50",",,W","33",",,W","   30",",,W","   30",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-29","6.71",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","43","H,,S","59",",,W","31",",,W","   90",",,W","   90",",,W","14.1",",,W","16.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-04-30","12.53",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","56","H,,S","80",",,W","40",",,W","  200",",,W","  190",",,W","21.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-01","15.43",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","72","H,,S","86",",,W","60",",,W","  190",",,W","  190",",,W","29.1",",,W","36.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-02","12.30",",,W","1.32",",,W,2400","0.0",",,W","0.0",",,W,2400","77","H,,S","86",",,W","63",",,W","  300",",,W","  300",",,W","36.0",",,W","47.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-03","7.16",",,W","0.57",",,W,2400","0.0",",,W","0.0",",,W,2400","64","H,,S","70",",,W","54",",,W","  200",",,W","  200",",,W","23.9",",,W","36.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-04","14.32",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","65","H,,S","74",",,W","61",",,W","  270",",,W","  260",",,W","33.1",",,W","47.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-05","8.50",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","70","H,,S","82",",,W","57",",,W","   20",",,W","  290",",,W","21.9",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-06","9.84",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","62","H,,S","68",",,W","50",",,W","   20",",,W","   40",",,W","21.9",",,W","25.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-07","5.59",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","59","H,,S","75",",,W","46",",,W","  110",",,W","  120",",,W","15.0",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-08","6.93",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","69","H,,S","81",",,W","57",",,W","  120",",,W",,,"14.1",",,W",,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-09","13.42",",,W","0.25",",,W,2400","0.0",",,W","0.0",",,W,2400","70","H,,S","81",",,W","57",",,W","  200",",,W","  200",",,W","25.9",",,W","34.0",",,W",,,,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-10","9.17",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","66","H,,S","73",",,W","50",",,W","   30",",,W","   40",",,W","18.1",",,W","21.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-11","14.99",",,W","0.04",",,W,2400","0.0",",,W","0.0",",,W,2400","52","H,,S","52",",,W","45",",,W","   60",",,W","   50",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-12","12.53",",,W","0.33",",,W,2400","0.0",",,W","0.0",",,W,2400","46","H,,S","50",",,W","44",",,W","   30",",,W","   30",",,W","21.9",",,W","25.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-13","6.26",",,W","0.91",",,W,2400","0.0",",,W","0.0",",,W,2400","52","H,,S","67",",,W","45",",,W","   40",",,W","   40",",,W","18.1",",,W","21.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-14","8.28",",,W","1.54",",,W,2400","0.0",",,W","0.0",",,W,2400","62","H,,S","83",",,W","53",",,W","  300",",,W","  290",",,W","23.9",",,W","38.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-15","10.96",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","64","H,,S","71",",,W","51",",,W","   10",",,W","   30",",,W","21.9",",,W","28.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-16","5.37",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","62","H,,S","79",",,W","47",",,W","   60",",,W","   70",",,W","15.0",",,W","18.1",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-17","9.17",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","63","H,,S","69",",,W","52",",,W","   30",",,W","   20",",,W","19.9",",,W","23.0",",,W",,,,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-18","10.96",",,W","0.10",",,W,2400","0.0",",,W","0.0",",,W,2400","57","H,,S","65",",,W","52",",,W","   30",",,W","   10",",,W","17.0",",,W","23.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-19","5.37",",,W","0.02",",,W,2400","0.0",",,W","0.0",",,W,2400","60","H,,S","69",",,W","54",",,W","   30",",,W","   40",",,W","23.0",",,W","25.9",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-20","13.65",",,W","0.27",",,W,2400","0.0",",,W","0.0",",,W,2400","51","H,,S","55",",,W","44",",,W","   30",",,W","   30",",,W","23.9",",,W","28.0",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-21","6.26",",,W","1.96",",,W,2400","0.0",",,W","0.0",",,W,2400","53","H,,S","64",",,W","49",",,W","  220",",,W","  220",",,W","18.1",",,W","23.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-22","4.70",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","59","H,,S","67",",,W","54",",,W","   50",",,W","   50",",,W","14.1",",,W","15.0",",,W","    1",",,W","    1",",,W",,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-23","4.03",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","64","H,,S","80",",,W","52",",,W","   90",",,W","  100",",,W","13.0",",,W","16.1",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-24","5.14",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","71","H,,S","87",",,W","58",",,W","  220",",,W","  180",",,W","13.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-25","8.95",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","78","H,,S","89",",,W","67",",,W","  220",",,W","  220",",,W","17.0",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-26","6.93",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","79","H,,S","90",",,W","70",",,W","  270",",,W","  250",",,W","13.0",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-27","4.70",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","83","H,,S","97",",,W","70",",,W","   80",",,W","   60",",,W","14.1",",,W","17.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-28","7.16",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","83","H,,S","95",",,W","70",",,W","   20",",,W","   30",",,W","31.1",",,W","38.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-29","6.71",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","77","H,,S","87",",,W","66",",,W","   80",",,W","   70",",,W","19.9",",,W","30.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-30","8.05",",,W","0.90",",,W,2400","0.0",",,W","0.0",",,W,2400","75","H,,S","86",",,W","67",",,W","  110",",,W","  270",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-05-31","9.62",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","77","H,,S","89",",,W","69",",,W","  260",",,W","  240",",,W","18.1",",,W","23.9",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-01","13.42",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","71","H,,S","76",",,W","53",",,W","   30",",,W","   30",",,W","23.9",",,W","29.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-02","8.72",",,W","0.31",",,W,2400","0.0",",,W","0.0",",,W,2400","60","H,,S","70",",,W","52",",,W","   40",",,W","   40",",,W","15.0",",,W","18.1",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-03","14.32",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","67","H,,S","78",",,W","60",",,W","  280",",,W","  310",",,W","25.9",",,W","38.0",",,W","    1",",,W",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-04","10.07",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","67","H,,S","80",",,W","55",",,W","  290",",,W","  320",",,W","21.0",",,W","25.1",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-05","13.20",",,W","0.01",",,W,2400","0.0",",,W","0.0",",,W,2400","67","H,,S","72",",,W","54",",,W","   30",",,W","   30",",,W","23.0",",,W","28.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-06","5.82",",,W","0.10",",,W,2400","0.0",",,W","0.0",",,W,2400","61","H,,S","79",",,W","48",",,W","  290",",,W","  280",",,W","16.1",",,W","19.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-07","8.72",",,W","0.00",",,W,2400","0.0",",,W","0.0",",,W,2400","71","H,,S","81",",,W","60",",,W","   30",",,W","   40",",,W","17.0",",,W","21.0",",,W",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-08","8.28",",,W","0.00","T,,W,2400","0.0",",,W","0.0",",,W,2400","64","H,,S","73",",,W","59",",,W","   20",",,W","   30",",,W","15.0",",,W","17.0",",,W",,,,,"    1",",,W",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2018-06-09","5.82",",,W","1.31",",,W,2400","0.0",",,W","0.0",",,W,2400","66","H,,S","82",",,W","57",",,W","   60",",,W","   60",",,W","21.0",",,W","23.9",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,
