User_Name,User_Location,Stars,Entry_Date,Entry_Quote,Entry_Content
Nicolas G,"Montreal, Canada",4,09/10/2017,So practical,"You can find stations almost everywhere in central DC. The app lets you see where they are and how many bicycles are available. Some bikes are a bit tired, so locate a station where there are many bikes, so you can pick and choose ones which are in better shape. They only have three speed bikes. They should consider adding the seven speed version. They are much nicer to ride. There are many paths. There is one in the middle on Pennsylvania avenue which is practical. There is one that runs along the Potomac, which is nice."
HolidayInTheSun26,"Ashburn, Virginia",1,09/05/2017,Great bike ride around DC but Beware of Pricing Rip-off,"Had a great day biking with my Daughter and her Boy Friend on a sunny day in Washington DC. Rented the bikes at a station in Arlington , had a slight seat problem so switched my bike without a problem at another station on the way to DC. Had to call Bikeshare office because the screens at the stations are small, and scratched up , very difficult to read. But Bikeshare gave me a code to switch to another bike. After having a wonderful time touring DC we ended our day on the river in Georgetown area and put the bikes into a station there. Had a great day. But days later when we got our charges for the bike rental which was to be $8 for a day rental, my charge was $38 and they were charged $40. I called the Bikesare billing office and was told that I needed to return the bike to a station every 30 minutes in order to be charged $8 for the day. This was not clear to us when we rented the bikes. The web page is very deceiving about touring for a day. I was told bu the office that these bikes are for commuters not touring. I think this was a very deceitful business practice meant to gouge tourist. I will not use the bike service again and do not recommend it."
Gabriella P,"Albuquerque, New Mexico",5,08/28/2017,Awesome way to see the city in one day,"I'm surprised with all of the bad reviews on here, the bike share is really not that hard if you follow directions. You sign up at a station using a credit card. You will use same credit card throughout the day to receive a code to unlock your bikes. The most you can link to one card will be two bikes. So if you have a family of 4, you will need two cards. Not a big deal, but can be inconvenient. We did the 24 hour pass for 8 bucks each. Basically, you unlock your bike and you have 30 min to drop off at another bike station. You can literally just drop it off, swipe for another code and check it back out. I don't see why you would wanna keep it out for more since you stop at a museum or memorial and walk around, who would wanna walk around with their bike? The stations are located all over the memorials and cities. I downloaded the app and could click on a station to see if there was docking available and or bikes, and this also gives you a way to plan out your day to see everything. The app is updated in real time. If you happen to get to a station with no docks available, you can request a grace period to find another station. Also when you check your bike in, just make sure the light turns green to know you checked it in correctly. They will also send you a text message. I absolutely loved it, there's no way we would have been able to see all the sights at the mall without this. We didnt miss our 30 min deadline once, so all day it was just $16 for both of us! If i had to do it again, I would have chose to go on a weekday for less crowds, easier to ride. "
scuba840,"Tucson, Arizona",1,08/25/2017,SCAM SCAM STAY AWAY FROM CAPITAL BIKESHARE ,"Even though you purchase a multi hour rental,  you still get hit with very high hidden fees.  What makes these fees hidden?  They are not prominently disclosed at the time of rental...  You should avoid Capital Bikeshare like the plague.  I feel defrauded."
MaKu70,"Munich, Germany",5,08/25/2017,The best way to experience Washington DC.,"What a great way to get around in DC!I spent 4 days in the city and used the bikes every day. Signup is done in a minute or two and you are on the way. You have unlimited 30 minute rides. That seemed to be not so easy to understand for some but was pretty convenient. If you need a bike longer than 30 minutes, just set a timer and ""return"" it to the nearest station after 25 minutes and rent it again right away. After the initial signup, renting is just a swipe of your credit card, pretty fast. I had some stations where the touchscreen or the credit card reader wouldn't accept the card right away but in the end it always worked.Make sure you install the Spotcycle app! It helps you with finding bikes and stations."
disneybonvoyage,"barto, pa",3,08/21/2017,Mixed Experience!,"I did a bit of research before renting these bikes, so I was aware of the 30 minute time limit. * Get the app- This will tell you the location of the bikes and how many are available at that station.* Enter a cell phone # so you get a text about the rental.I was not aware of the 2 bike per credit card limit. If you need more than 2 bikes, have another credit card on you.This was a great way to move from the top of the mall to the bottom quickly.The problem came when we returned the bikes. All 3 bikes received a green light to indicate the bike was properly docked. I also received (2) texts. Here is where I messed up. I though that meant the (2) RECEIPTS were successful. However, it actually was each bike, meaning (1) of the bikes was not successfully docked even thought we got a green light. About 30 minutes later I received a text that we were being charged additional fees for being over the 30 minutes. I called and spoke with a gentleman who asked if we were near the bikes. We were not. He said he would send someone to dock the bike. He was very pleasant. This put a damper on our time as we knew ""I Agree"" to the $1200.00 cost of the bike if anything were to happen to it. It was quite the bummer on our trip. About 45 minutes later we received a text that the bike was successfully docked. OMG was I so relieved. The cost of the bikes should have been $6.00 for 3 bikes, but I was charged $2.00 on the one credit card and $4.00 TWICE on the other credit card. Seems others have been overcharged much more so I did not call to dispute the charge. Although it does seem like they make their money by overcharges.The charges do seem confusing on the website and from other reviewers as you can take the bikes out for longer time periods, but it is a small extra charge per 1/2 hour. (makes sense) I just dont see how it adds up to such a large bill as other posters mention. I would do this again, but I would be very cautious in making sure everything has been returned properly and make sure of the charges to my credit card."
TheDomss,France,5,08/09/2017,Excellent to discover Washington,"Excellent way to discover the city.We took a one day pass and as we liked it a lot a 3 days pass.The city is so huge than you can quickly move to the next place.For us the best way was to switch between biking and walk.For those who wants only bike for hours without stopping, it is perhaps better to rent bikes. "
YarivI,"Rehovot, Israel",4,08/09/2017,Very good way to see everything and fast but not in a car,"There is no much to say about riding a bike but few points.1) This is a great way to explore the city.2) Know that not everywhere you can reach and sometimes you have to leave them behind with all it means, someone has to watch or take a risk.3) With every CC you may rent only 2 bikes. And every card has to make a membership for 7$ a bike, this sucks a bit.This not include the rent time.4) Be careful and when there is rain you waste your rent time, this sucks as well."
Liane T,,4,08/08/2017,"Ideal for frequent, short trips","DC is a great city to see by bike, and capital bikeshare makes that more convenient. I like that I can take a short trip by bike, and once I dock I don't have to worry about it anymore. If I want to take the train or an Uber to my next stop, no problem! However, I'm using this as a local taking short trips. I could see this being a quick way for tourists to shuttle between museums and monuments, but it is NOT an economical option if you want to be physically riding bikes for more than an hour or so at a time. That said, while it's unfortunate that many reviewers were surprised by the charges they incurred, capital bikeshare is certainly not a scam; their pricing structure is very clearly laid out on the kiosk where you rent them. To me the biggest downside is that the bikes can sometimes feel clunky and heavy."
Molikorp,"Santiago, Chile",5,07/30/2017,The best way to know Washington,"For just 8 dollars, you can get access to bike rides all around Washington. I spent 3 days there and without this bike rental system my experience would be completely different. The city has many bike routes and LOTS of this stations, so is very easy to find available bikes to ride and lots to park them.It also counts with a free app called Spotcycle where you can check near stations and how many bikes are on each one."
cgmd76,"Arlington, Virginia",1,07/22/2017,Capital Bikeshare is BANKING on novice users to make a docking mistake so they can profit.,"I rented two bikes for my daughter and myself at Wilson and 31st in Arlington on July 21. We literally had the bikes for 10 minutes -- just enough time to ride to the bottom of the hill and dock them at Arlington Mill Road -- less than a mile away. This was only my second time renting from Capital Bikeshare and I didn't re-dock the bikes properly. I happened to check my bank account on July 22 about midday and noticed a charge of $62 in addition to the $4.00 rental charge from Capital Bikeshare. I called and spoke with two different representatives who explained that one bike was returned five hours later to a station on Four Mile Run and the other had not yet been returned and was still accusing charges. Maurice said they could authorize a one-time courtesy reimbursement of half of the charges -- which could not be finalized until the other bike was returned. I drove down two the Arlington Mill station and located the bike that was parked but not properly docked. I locked it into place and called back to speak with a supervisor. After calling back several hours later, I was told a supervisor would contact me at 11 pm. Irene did call me but said exactly the same. It was my fault for not docking the bike properly, the instructions are clearly printed on the kiosk, and she could only authorize half of the charges refunded. I said I found that outrageous as an annual pass costs less that my total charges -- which amounted to $157.00. I could have purchased a day pass, a three-day pass, or an annual pass for less. I asked to speak with someone above her and was told there was no one. I called back later and asked another representative, Cynthia, for the name of Irene's supervisor. She said Ashley and Irene are the only two supervisors; there is no one above them. I find it extraordinary that a business can blindly rob people, legally. Capital Bike Share is BANKING on novice users to make a docking mistake so they can profit. If they cared about the customer, they would notify customers via text when their time is near expiring -- that would be GOOD business. I never received any notification that the bikes had not been docked properly -- even though that is a question addressed on their FAQ page. If I hadn't checked my back account, that bike would still be accruing charges. I am just asking for a little kindness and compassion. I understand that I made an unfortunate mistake, but this is absolutely ridiculous. Give me an annual pass OR reduce the rate to $25, and IMPLEMENT A NOTIFICATION SYSTEM to customers! I will make sure every online reviewer hears this story and I will never rent from a this company again -- absolutely no humanity!"
carloatx,"Austin, Texas",5,07/21/2017,"This is the way to see the National Mall, BUT YOU MUST KNOW HOW TO USE IT!!","For $8 you can get a 24 hour pass to rent a bike. You must return and dock the bike within 30 minutes though or you will get overcharged! Download the spotcycle app and it will show you where the bike docks are in your area and how many bikes there are in real time. It really helps and I had no problems. When docking your bike, make sure the light turns green which locks the bike. Some docks aren't working properly so make sure the light turns green. When getting another bike out, you will use your credit card to get a new code. They will not charge your card again. It just gets you a new code to get the bike out again. If you do this correctly, you will be able to see the entire National Mall and all memorials in one day! BUT REMEMBER TO RE-DOCK YOUR BIKE EVERY 30 MINUTES!!!!"
sangerrob,"San Diego, California",1,07/19/2017,"system is hard to use, I was charged $94 for an hour use - company won't refund overage","Bike system is hard to use, I was charged $94 for an hour use - company won't refund overage. Walk or take uber, not worth the hassle."
marksevenquarter,"Toronto, Canada",1,07/19/2017,Rip-off!,"We absolutely loved these bikes.....until the bill arrived.. Wow - talk about misleading signage. Beware. You must re-dock your bike EVERY 30 MINUTES to avoid overage charges. Impossible in most cases. the sign should clearly spell out the cost of using these bikes. they should not be used by anybody who wants to bike for more than 30 minutes in total. They apply creative billing once you are done and the line-by-line charges are not predictable at all based on what is posted at the racks. If you are sight-seeing, find a different way to get around. It would have been cheaper to bring our own bikes with us on the plane!"
JanMadmanD,"Prague, Czech Republic",3,07/19/2017,Can be very expensive if you dont know how to use it:),"Always remember - you have to dock the bike every 30 minutes. Doesnt matter what kind of plan did you buy! allways check if your bike was docked properly!! Otherwise you got in trouble. Especially if you are a tourist. But otherwise it could be a very confy transport in WDC. (so to be honest, one day cost me once about 50usd and once I had to go by cab 10miles to dock my bike properly again :-D)"
Vonschmidt,"Houston, Texas",4,07/11/2017,Great experience ,I read the details of the charge system up front and its relatively clear 8 dollars for a 24 hour access pass which then allows you to ride the bike. Beyond this there are multiple levels if charges 1-29 min it's free after membership. Dock the Bike and get another right away. However if you go thirty min up to hefty nice then it's two dollars. Same procedure dock and recent the clock stops ticking. Go over the hour and it get expensive nine dollars for sixty to minty minutes. Beyond this it's stupid expensive like seven hours for ninety eight dollars. So the trick is dock it every thirty min. Other than that good bikes great trails best way to see the parks. Dock often 
Kristine O,,1,07/07/2017,TOTAL SCAM! BEWARE. DECEPTIVE COMPANY,"We live in DC. My son's bike was broken, so I suggested Capital Bikeshare for the afternoon. The $8, 24 hour rental turned into $78!!! I called @bikeshare to find out what happened and they told me that you have to DOCK THE BIKE EVERY 30 MINUTES!!!! How unrealistic and ridiculous. Don't use them. You will be ripped off."
pradeeppeddineni,"Philadelphia, Pennsylvania",1,07/07/2017,RIP OFF SCAM!!,"It's a rip off scam, be aware of 8$day passes. These are not unlimited for a day(24hrs), u have to dock the bike for every 30mins, and get it extended. or else you'll end up paying hefty bills to cc. Try talking to customer service u might have chance of 50% refund."
CathyR1886,,2,07/04/2017,Check you bank account...,"I will say, after being in DC this past weekend and renting 2 bikes, I would never tour another city any other way. This was a great experience... until I got home and checked my bank account. I rented 2 bikes at $8 each and we went over our 30 min by just a few minutes, twice. I should have been charged an additional $8 total for those few minutes, which I knew I would be. I was charged $98 and when I called they said it was because I didn't dock one of my bikes correctly the night before. This also explains why I couldn't get my bike on Saturday. I had to use a different credit card to get my 2nd bike and spend another $8 for a new 24 hour rental. I made sure both bikes were docked correctly according to the lights that blink. I'm being refunded $92, but no apologies or accountability for a flawed system, at best."
Andrés G,,1,07/03/2017,Be Careful - Poor Information ,"I rented 4 bikes for 2 hours 57 minutes last week and they changed U$128 to my credit cards. Their explanation was:""You purchased a single ride pass which cost $2.00 each. The single ride pass includes one ride of 30 minutes or less, when you have a trip duration over 30 minutes then you incur usage fees. The usage fees are calculated base on the duration of the trip. Your trip duration is 2 hours and 57 minutes incurring usage fees of $30.00.each bike""Unacceptable, expensive experience!!"
William S,"Traverse City, Michigan",1,07/03/2017,Scam,"This company is a scam. The ""all day pass"" is extremely misleading. It is not truly all day, it is all day 30 minutes intervals of docking, so if you go over 30 minutes without docking, you get charged. So you cannot ride anywhere for longer than 30 minutes, and you cannot ride anywhere that doesn't have docking station, but sure, let's call it an all day pass, that couldn't possibly mislead anybody. I got hit with a $62 charge on top of the $8 ""all day pass"" charge. Really? They also will not refund you the full amount when you call and explain what happened.Don't waste your money, rent from a real bike shop. I could of bought a bike for the price they charged me."
dacastevens,"Charlotte, North Carolina",1,07/01/2017,Rip Off,"You think the bike costs $8/day to rent - NOT!  Beware if you don't dock the bike every 30 minutes they charge huge fees!  $94 for us for one bike!
Customer service said these are only for commuting, not hourly rental!
Complete Rip Off!"
Richard C,"Washington DC, District of Columbia",1,06/25/2017,Great Service ruined by absolute rip off charges - BE VERY AWARE OF THE SMALL PRINT!!,Used this service in other major cities including London and NY - used it in DC to show some visitors around the main DC monuments. Its very misleading when you take out the 24hr pass for - what you think - is $8 per person. Only later did I notice that they had charged me an additional $76 for riding around the capital for 3hrs!! Got a very sarcastic woman at the help line explaining to me that its clearly stated on the receipt paper from the machine (NO ITS NOT!) that there would be extra charges for more than 30 minutes usage at a time. It wracks up to $8 per 30 minutes after the first 90 minutes - complete rip off!!!
EmagW,"Baltimore, Maryland",1,06/18/2017,Awesome Ride Awful Upcharge due to Unclear Procedure,"My friends and I loved riding these bikes around DC. We were in from out of town and enjoyed getting the exercise and the adventure of finding the bikes at the different docks and heading down from Adams Morgan to the mall. We happily and smugly rode around the enormous mall and covered so much more territory than we ever could have on foot. We stopped and ate at a fun restaurant, parked (not docked) our bikes and fully enjoyed our day... until ...the next day my friend checked her credit card and we got the sticker shock. Two bikes -- $108 for 4 hours of riding! And we signed up for $8 (x2=$16) for 24 hours. What the heck? WE HAD NO IDEA THAT WE HAD TO DOCK THE BIKES EVERY 30 MINUTES AND TAKE THEM OUT AGAIN IN ORDER TO KEEP THE CHARGE AT $8. Had we read Tripadvisor's bad reviews we would have known. Too many people have had this happen to them. Bikeshare refunded half, and their customer service was able to explain clearly on the phone that this is the procedure, but nowhere in the written verbiage does it indicate this odd procedure. The procedure makes sense if one thinks about the bikeshare being a commuter service first, but tourists need better information about this funny check-in, check-out thing. I had checked out the website to see how it worked beforehand, and $8 for 24 hours seemed simple enough. The grid of pricing shows upcharges for time ranges, but the overriding message was $8 for 24 hours and so the upcharges felt like they belonged to a different category. I am disappointed that such a great idea and well executed system cannot simply add this language to their website or FAQs. I have no doubt that tourists like me might have chosen to pay some upcharge for the convenience of having them out for longer, OR we would have enjoyed the challenge of finding docks every 30 minutes like a treasure hunt. I would guess that the 25% of 1 star reviews (at this writing) would be 4's or 5's if they would fix this problem of understanding. AND I think Bikeshare would earn their upcharges with knowing consumers rather than getting the upcharges from consumers who end up feeling deceived. Just so unnecessary. PLEASE note the procedure and the upcharges if you go past 30 minutes without docking, and THEN have a great ride!"
Loperotti,"Mogi das Cruzes, SP",4,06/17/2017,The best choice,"I loved rent this bikes on Washington, is easy to rent and I think is the best way to go to the attractions but sometimes you have a problem to left the bike in some points because they was totally full of bikes and you need to find another place near of the attraction to left your bike. "
Jayre,"The Woodlands, Texas",5,06/11/2017,The BEST way to see D.C.,"What a great idea!! We chose to forgo entering any museums on this trip, deciding to simply explore all the monuments. We started at the Supreme Court and made our way down the National Mall all the way to Arlington Cemetery. After then looping around the Tidal Basin we made our way to Georgetown where we returned our bikes. It was a full day adventure, and at our pace. It was remarkable!!! I will admit to being shocked about the final cost ($120 for the two bikes for 6 hours of rental). That part seemed rather deceptive in light of the ""24 hour membership."" But, considering all we saw and did it was worth it."
GCandcrew,Edmonton,1,06/07/2017,Unethical company,"Renting bikes to sight see is always a good idea, which we (2 adults) did for an evening, paying Cn22.31 for 24 hr ""membership"". We spent 3 hours with the bike, and later, back home we had the very unpleasant charge of an extra Cn$116.30. Thought there was a scam, somebody cloned our card, etc and called the company. We were then informed that you need to park the bike every 30 min and take it out again not to incur extra charges. And those charges get progressively bigger...and where were those stations where you were supposed to ""check your bike in out"" placed? Are we all supposed to ride for only 30 mins and look for those bloody bike stations rather than enjoying the scenery, monuments, etc...? Most people won't do that or go over time by the time they could find such things. Designed to be a perfect scheme to rip people off, who, like us, thought, as in many countries we have visited, we could keep the bike for a determined amount of time for a fixed charge. I noticed as i was posting that I was not the only one that felt to that sad scheme. Taking advantage of people who actually prefer to rent a bike to see the city being ecologically friendly. I suggest look elsewhere, there should be more ethical business of the type around"
Lori H,,5,06/05/2017,Only way to see the city ,This is the only way to see the city if you have limited time. The bikes are easy to rent and multiple locations to pick up and drop off bikes....I would suggest downloading the app for ease of use. The city is very bike friendly.....there are bike lanes as well as ramps on sidewalks. The way this works is you pay a membership fee either for 24 hours ($8) or you can do 3 days ($17) then you pay each time you use the bike. If your ride is less than 30 minutes it is free so the best thing to do is have a plan and once you enter your code to get your bike ride there and drop the bike at the nearest station. Once you set up your initial account then it reads off of your credit card and it is much quicker to get bikes. Make sure when you drop your bike the light is green and the bike is secure before you walk away. 
stephanie s,,1,06/02/2017,Scam! Don't use!,"I would not recommend using their services for bike rental in D.C. First of all they'll trick you by saying you can rent bikes for 24 hours for only $8 and later when you check you're credit card you incurred more charges from them cause it doesn't tell you that if you have it out longer than 30 minutes you will be charged extra. Then when you do try to return the bike near your destination good luck finding an open spot, you'll have to ride an extra 10 minutes past your destination to find another docking point and then walk back to your destination. Save your money and your time and go with someone else. "
AngM6,"Atlanta, Georgia",5,06/01/2017,They're everywhere! So easy and cheap! Use the app to find them,We rented two bikes for one day and used them all over town to visit the monuments and museums. Saved our feet from a LOT of walking. Very easy to use (I recommend downloading the app to see how many bikes available and where they are located). D.C. is a very bike friendly city and I would highly recommend this cheap way to get around town to everyone.
Rose-Anne M,"Sydney, Australia",5,05/26/2017,Excellent customer service,"After having a terrific experience on the bikes, I had an equally terrific experience with the customer service team. I accidentally failed to dock my bike properly, resulting in a very big penalty fee. When I explained the situation to the customer service team, they were flexible enough to split the difference with me, refunding me half the penalty even though it was really my fault. There was no arguing about it, they were pleasant and made the decision quickly. Awesome activity, awesome staff."
449warrene,"Windham, Maine",5,05/24/2017,Fun way to see the sights,"What a great way to move around in the touristy areas of DC. The prices are reasonable, the system (once you run through once or twice) is easy to use. Once when we were returning the bikes one didn't lock properly. We called in for customer service and were treated very nicely by a real person. Not only did she help us get the bike accounted for, she helped us understand how the payment system works. The hint is, ""return your bike every 30 minutes to avoid extra fees."""
Charlestonmike,"Charleston, South Carolina",5,05/19/2017,Best way to see DC,Loved the option of utilizing the bikeshare. Understand the system before undertaking. A payment of $2 gives you 30 minutes with the bike to then be returned at any of their bike stations (there is a good phone app that helps track the bike stations and availability of bikes and return slots). If you go beyond 30 minutes you will then be charged extra fees. This applies even if you purchase the 24 hour pass. To stay within the fixed rate and keep from additional fees you must return the bike within 30 mins. All in all it is a much better alternative than taking a cap from one monument to another. Highly recommended if you do not want to walk.
Oktravels56,Oklahoma,3,05/17/2017,The Good and a few cautionary tales,"The good:We really enjoyed riding the bikes down the Mall to the Washington Monument. The bikes were solid and easy to ride. (Even for short people.) Saved a lot of time and was a fun way to end the first day. The cautionary tales:1) We needed 2 bikes and there were 2 in the rack. However, one had a red light, which we found out meant it was out of order. So, we had to walk one bike to a second station to rent the 2nd bike.2) read the review thread about checking your bikes into the docking station every 30 min. This didn't happen to us, but it easily could have since we used them just under 30 min and we didn't know about that rule.3) Take a video of yourself docking the bikes in. We followed the instructions and our station had the correct sounds & lights, plus the bike was securely docked. (we tried to pull each out). HOWEVER, the docking station must not have been working because after we left, someone took one bike out and kept it for 12 hours. We were charged $97.Fortunately after 5-6 calls they refunded the money (1/2 at first, then the other 1/2).We had lots of documentation of our whereabouts due to google tracking, etc. but could have used a video of us docking the bikes. Might have made the refund process easier."
Sally S,"Hackensack, Minnesota",1,05/12/2017,CONFUSING,"The bike share concept is a good one. The devil is in the details. As two day tourists, we were taken by the system--had to pay 200.00 because we didn't ""dock our bikes"" every 30 minutes. SHEEZ, we would have had to spend all of our 30 minutes looking for docking stations instead of biking to our destinations. We read and re-read the confusing directions before swiping our credit card. Membership fees, minutes.....+ this + that...WHAT?? Taxation without Representation...DC has figured out a way to get more of my hard earned money."
Alana E,,1,05/05/2017,Deceptive Pricing,Like most other reviewers on here I was unaware that there were any usage fees for over 30 minutes even when you purchase a day pass. It is not clearly advertised at stations that these fees exist. We paid $16 for 2 day passes and were charged an additional $44 in fees. This should be clearly advertised at all bike stations. It's not really worth it to have to go find a bike dock every 30 minutes because you'll probably spend half the time looking for the nearest station/figuring out how to dock the bike/accessing a new code.
Tessa K,,5,05/03/2017,Great way to get around,"Parked on almost any corner, you'll find the bikeshare bikes. These are a great way to discover the city. Do keep in mind that the costs go up after 30 minutes - these first minutes are practically free. Use the bikeshare app to find the nearest spot for a bike or for a parking place once you're done. Recommended: cycle down the Mall towards Lincoln Memorial at night."
VermonteronVacation,Vermont,5,05/01/2017,"Biking around Washington, DC","We loved biking around DC. The BikeShare bikes are easy to use. It's a fun and inexpensive way to get around and get exercise at the same time. As long as you keep your trips to 1/2 - 1 hours each, it's very affordable. A 24 hr pass for $8 lets you take as many 30 minute or less trips as you want. Tips: use the locator on the kiosk to jot down locations of nearby docking stations, so you don't find yourself running over the 30 minute limit because you can't find where to drop the bike off. Each kiosk will tell you 8 nearby locations."
Shifansadeek,"Kandy, Sri Lanka",5,04/27/2017,Very Usefull,"Capital bikeshare has been very useful for me in capital. First day i was walking through the city couldn't cover much places. Second day i came across the bike share and its been very useful. Most of the stands are near the attraction place. And easy to drive on the road, bikes are in excellent conditions "
Rebel1021,"Las Vegas, Nevada",5,04/25/2017,Awesome!,"So, I see the other reviews of the people who did not read the pricing completely and I get that it is not super clear. However, I rented 2 bikes for $8 each and road them all over D.C. for the 24 hours and never incurred extra charges. We had a blast visiting all the monuments and museums via bikes. We turned it into a fun game to find the next bikeshare station in the 30 minutes. Use the bikes and dock them every 30 minutes, and they will be an amazing way to see Washington on your next trip! "
DAD11,Toronto,4,04/22/2017,D.C. Perfect city for biking,This is the best way to see D.C. A number of roads have bike lanes. Bikes are good quality. Here is a tip - don't just take a bike and leave.Should have read locations as didn't find the website helpfuwhile trying to read on my phone. 
Neolithe,"Lynchburg, Virginia",1,04/22/2017,Beware,"As others have said...Capital Bikeshare is very deceptive in the communication of pricing. I needed 13 bikes for a school trip, I used several cards to get bikes for everyone. We used the bikes for a little under 4 hours and was charged $100 including the rental for 2 BIKES! Called and was refunded 50% on each card. Even though I explained that I called and talked to a representative prior to purchase and was never informed of needing to dock the bikes every 30 minutes."
Abigail G,"Jackson, Michigan",1,04/20/2017,Consumers Beware,"My boyfriend and I decided to rent bikes through ""Capital Bikeshare,"" as we saw it as a great way to get around to all the monuments in a decent amount of time and it was. That said, the pricing of the bike rental timeframes is totally misleading!! For example, we decided to do the 24hr pass for $8 each, even though we knew we wouldn't keep the bikes for that long. That said, 24hrs for $8; can't beat it, right?! Well, that is definitely not the case and judging from the numerous negative reviews read since receiving an additional $76 charge two days post-docking our bikes for good, we are not the only wrongly informed consumers who have been charged outrageous prices unknowingly. After seeing the additional $76 dollar charge, I typed an email to ""Capital Bikeshare"" inquiring (I will update this review when I hear back) about the charge. I also looked through all of their ""FAQ's"" and ""Help"" portions of their website; however, nothing touched upon this topic. I was extremely concerned, so I went to the ever trusting ""tripadvisor"" for help and learned that Capital Bikeshare does not have a great reputation with consumers and their misleading prices have affected many travelers pocketbooks! ""Capital Bikeshare"" really needs to be upfront and honest regarding their costs and additional charges, and even if these extra charges are listed in the fine print (I have not read this yet), my personal opinion is that they need to make it more visible /noticeable at each docking station, as I have gathered that most often ""Capital Bikeshare"" is a spur of the moment type of purchase; it was for us anyway, and the only rates we noticed were the very low-cost prices front and center and no warning of extreme additional charges. Through my readings on tripadvisor, I noticed that one reviewer stated when she called Capital Bikeshare, they told her that the $8 pass is for 24hrs, but it only covers the first 30 minutes. If you do not want to be charged, you must check in every 30 minutes at a docking station. This to me is complete trickery of Capital Bikeshare. It also creates an inconvenience for the customer, as there are very few docking stations around and I didn't notice a single one near the memorial district, which is largely the area traveled with the bikes. All in all, I will NEVER use Capital Bikeshare again; they are a rip off company!"
Elizabethott,"Conshohocken, Pennsylvania",1,04/18/2017,Beware!,"They false advertise a 24hr pass for $8. After paying that, you must redock the bike every 30 minutes so you do not incur additional charges. After keeping our bikes for 4 hours I owed over $60. Advertisement is not readily available. Even on their website it doesn't call out the true cost until the very bottom. I would just be very aware of what you are getting yourself into. "
jayyen93,"Dublin, Ireland",5,04/17/2017,"Easy way to get around the city, especially in the Mall","Metro can be unreliable and its stations too sparse sometimes. Traffic is too horrible for car or rideshare especially near the Mall. Walking is sometimes not a realistic option between two points.The perfect solution? Biking! But not everyone especially visitors has a bike, so Capital Bikeshare solves that problem!This bike-sharing program is seriously the best innovation I've seen in DC! Years ago when I first got to DC, getting around was a hassle, but with Capital Bikeshare, I could explore more on bike during my 2nd time back in DC. With so many bike docks throughout the city, it's usually not a problem finding an available bike unless you are around super-popular point like Lincoln Memorial.If you have at least a day pass, you can use the bike as many times as you want without extra charge as long as you ride for less than 30 minutes each time. Just make sure if you dock your bike properly (wait for the light to turn green) after you're done or else you'll be charged after 30 minutes! Use the Metro or rideshare to cover the extreme distances, but if you are traversing medium to short distance especially throughout the National Mall, I highly recommend using Capital Bikeshare!"
Kristina S,California,4,04/17/2017,"Excellent way to get around the city, a bit confusing at first. Inexpensive.","These bikes were everywhere and it was a great way to get around as the monuments are very far apart. It is a bit confusing at first...you rent with a credit card and there is a charge for being a ""member"" $8. Then, I think, $2 per 1/2 hour. The charges were a bit confusing. They only allow you to rent 2 bikes at a time and we needed 3 and put them on 2 different cards. They do hold an amount on your credit card (about $100-$150 for each bike). You can return them to any station throughout the city, however, there needs to be an empty space to put it in. This might be difficult sometimes. They don't provide helmets. In the city, you have to ride on the street and there are no bike lanes (not ideal for kids). When you are on the National Mall, you can ride on the paths, however, there are a lot of people and other bikes. Good experience and would do it again."
zocoma,"Dahlonega, Georgia",5,04/15/2017,Great way to see DC ,"My son and I used bikeshare for a day on the mall. I had visited the website before renting the bikes and the policy of checking the bikes in every 30 minutes was clearly stated. The reviews by people claiming this is a scam demonstrate how many people don't read. There are docks all over the place and the website shows where bikes and docking spaces are available. We actually had an easier time finding bikes than free spaces. Even though we went over time on one segment, it was only an extra 4 dollars and the convenience and fun of the bikes was well worth the $20 we spent. I recommend checking the bikes in and out at every available dock to reset the timer and avoid extra charges. We will definitely do this again on our next visit to DC. "
Cynda R,"San Antonio, Texas",5,04/13/2017,First time,"I've never tried bikeshare before but i will definitely use it again. I was visiting DC and had a couple hours to get to the National Mall and to the Vietnam Memorial Wall. We rented bikes with my credit card and away we went. There was also a bike station in front of our hotel. I was really nervous because I'm 4'10"" and my sweetheart is 6' tall. We were both able to adjust the bikes to fit. There was a carrier on the front for my backpack, a bell and three speeds on the bike. The biggest hazards were all of the other people. I'm glad i tried it! "
groverbark,"Paris, France",2,04/10/2017,Works most of the time but when it doesn't it can cost you lots of aggravation,"I have a yearly membership. Lots of the policies are silly. Like 30 minutes before you have to return the bike, when NYC is 45 minutes. Most of the time this service works efficiently but increasingly bike stations will not have any bikes available and anywhere from one to three bikes that need repair. Alternatively you will try to return a bike to a station with multiple slots free, but there is a glitch in the system. I get the impression that no one is driving the train. Are any progressive city politicians paying attention to this. Get some better management."
