User_Name,User_Location,Stars,Entry_Date,Entry_Quote,Entry_Content
bryn b,,4,06/23/2017,Biking,This is a great service for tourist. You rent a bike for 1 day and you get unlimited 30-minute bike rides in that one day. If you go over 30 minutes you get charged extra. There are docking stations all over. We rode from the beach to navy pier along the shoreline and loved it. Great experience! 
Carly C,,1,06/22/2017,TERRIBLE AND MISLEADING,"BE CAREFULL!! The real you in with their ""24-hour pass"" making you believe you have 24 hours to ride around the city and enjoy the bike. Then a charge for an outrageous amount shows up on your credit card and you have no idea why. They fool people who don't read the fine print which says you have to return to a dock station every 30 minutes or you will be charged extra, a lot extra. Meanwhile, it takes 5-10 minutes to have the group all return and then repurchase their bikes each time. Their customer service also couldn't care less if you saw that caveat to their rental terms or not when you rented. Do not use this service until they change their terms!!!"
wendyn561,"West Chester, Pennsylvania",5,06/14/2017,Easy to use & tons of Divvy bike locations,"Recently used the Divvy Bikes downtown Chicago and they worked out really well. The bikes had three gears which was very helpful. We have rented in NYC too and I'm pretty sure only had one gear. Tons of pit stops to ""check-in"" every 30 minutes. There is also a tie-on the front of the bike that you can loop your water into/bag whatever. Would definitely rent again."
willow181499,"Chicago, Illinois",2,06/13/2017,Limited to 30 minute stretches,Every half hour you have to check the bike in somewhere or get dinged for extra charges. kind of a cheap shot.
277Mary,"Manchester, New Hampshire",4,06/12/2017,Visiting my son in Chicago,We both used divvy bikes to tour Chicago! We had a great time! So easy to get around and there are so many bike sites to park and ride! They are easy to operate and I would gladly use them on my next visit!
Elizabeth H,,1,06/12/2017,Rip Off,I ended up having to pay $45 for my 2.5hr ride because the rules were not clearly explained. Apparently every 30 minutes you have to turn the bike in and get out a new one. An employee even helped me fill out my information at the kiosk and he never explained this rule. Total rip off!!
Annette R,,3,06/11/2017,30 minute check in's are not convenient,We enjoyed our rental but found the fact that you have to check in your bike every  30 minutes awkward. I have to reserve full review for when we get our bill.  Especially  after reading the other reviews and how customers got overcharged.
Melissa S,"Atlanta, Georgia",5,06/08/2017,Great Way to see the city!,"My boyfriend and I stayed in Hyde Park this past weekend and this was probably one of the best parts of our weekend! We rode the divvy bikes along the lake front and into the city, along the river, through the Gold Coast into the Old Town and up to Wrigleyville! We LOVED it! Such an amazing way to travel around the city and get a little exercise in! I would definitely recommend this to everyone!"
Nakul G,,1,06/06/2017,First time rider experience - Old style docking station/ Fraudulent charges,"June 2,2017 - I rented the bike for 24 hours for 9.95$/day. I made 4 short trips the same day. Each time, I made sure that bike was docked within stipulated 30 mins. Divvy charged 90$ fees on my card. When I called customer care to inquire, firstly the lady was not courteous, she said I rented the bike for over 4 hours 42 mins. When I mentioned that i did not look the bike out for too long, she said that I did not dock the bike properly in my second trip. She kept on insisting that it was my fault and would not listen to me . She asked me the color code that machine displayed, as if I will remember every second of the journey. After 20-30 mins of hold time, the supervisor offered me to take 50% refund, which I refused to.I will not ride the bike again & will not recommend it. Divvy is making money with dishonest ways. Their docking stations are old fashioned & they are perhaps not upgrading, so they can deceive daily riders. The supervisor mentioned there are no cameras on the stations and they trust their docking stations, which is hard to believe after the incident.I hope such complaints make it city of chicago & they look into the matter."
Sam G,,1,06/02/2017,Be Very Careful,Be very careful if you rent bikes from this company. I rented two bikes for less than 24 hours and was charged $113.00 instead of the roughly $20 it should have been. They claimed that one of the bikes was not docked properly even though I made sure they were locked in place. Divvy refuses to issue a refund. DO NOT USE THIS SCAM COMPANY.
Nich-O-Licious,"Austin, Texas",5,05/30/2017,"Handy, cheap service for exploring Chicago","While visiting over Memorial Day Weekend my friends and I used the Divvy service, each purchasing a daily pass multiple times. Stations are conveniently located throughout the area we visited (Magnificent Mile & Gold Coast) and we seldom ran into issues where there weren't enough bikes for us. Sometimes the 30 minute timer is a little inconvenient, but it's easy to work with. This service functions MUCH better than the equivalent service in NYC"
Turnkey56,"Seattle, Washington",4,05/27/2017,Fun Ride on Lakeshore,A group of eight rented the bikes and rode from the Navy Pier to Edgewater. Fun ride along the waterfront. A few glitches when checking in the bike every 30 minutes along with a few detours but overall was a lot of fun.
wendybW7121HM,,4,05/15/2017,Bikes ,We really enjoyed traveling around Chicago on the bikes. Chicago has bike lanes. They can be tricky because you may think they are on one side of the street and they are on the other. We used the bikes a lot. It was well worth the 10$ all day. We only used bikes. No busses at all. Most of our docking stations were near the locations we were visiting. Happy Biking. 
SBHTravels,"Miami, Florida",3,04/30/2017,Great Biking in Chicago but Bike Stations Not Convenient,I love to bike in cities and Chicago is a fabulous place because they have 18 miles of uninterrupted bike trails along the lake. However Divvy Bikes require you to check in every 30 minutes and when you get south of Soldier Field the bike stations are not along the lake front so you either have to cross streets or go well off the trail to dock your bike. If you choose not to dock (which we did) then you have to pay a surcharge which runs up your bill. You probably are better off renting from the bike rental place in Millennium Park and paying the day charge so you don't have to fool with the bike docking stations. If the check in was every hour it would be much better. Bikes were in decent condition and loved the ride.
Karl S,"Guelph, Canada",1,04/18/2017,Expect to pay way more than what is advertised,"False advertising. Do not go here if you think you can do a bike down the lake, or anything of significance in the city. We had a nice surprise waiting for us when we got back home on our credit card bill. If you actually want to enjoy the bike and experience go to another vendor (bike and roll, Bobby's bike hike). Despite fewer drop off locations, you could cab to these places, bike, cab home and still be cheaper then the crooks at divvy. Needless to say, a lot better bikes that are actually looked after and guaranteed to have them there, unlike divvy stations.Rule of thumb to spread around: If walking down the streets of Chicago, avoid the light blue bikes at all costs."
Taylor M,"Dallas, Texas",5,04/10/2017,Great way to see all of Downtown!,"My wife and I discovered the Divvy Bikes on our last day in Chicago. We still downloaded the app (very easy) and were on our way in less than 5 minutes. Great way to see the sites without walking all over the place or paying for an overpriced tour. Chicago is very bike friendly with tons of bike routes and parks to ride the bikes through. My wife and I were hesitant at first to ride through downtown on the bikes, but found ended up going anyways and we had a great time. There are Divvy Bike racks all over town and with the app they are easy to find and return the bikes. I would highly recommend renting the Divvy bikes while you are in Chicago!"
katehclark,"Chicago, Illinois",1,04/09/2017,Crappy Service with a Crappy System,"DO NOT USE DIVVY BIKES!! This was the worst experience that I have had in a long time! I was completely screwed over by this company! I docked my bike at one of the stations (correctly, I might add) and the system didn't register that it was there. So, I had to go back and find the bike and re-dock it correctly, except it wasn't there! So I called Divvy and told them that the bike was gone, at which point they told me to call every hour and see if the bike was re-docked anywhere else. 30 hours later, after calling dozens of time, filing a police report for a missing bike, and getting told I was going to have to pay $1200 to replace the bike it was finally re-docked. I was left with a $100 charge on my credit card when it should have been $20. Needless to say, I will not use Divvy bikes again, Their system caused me horrible stress and $100 I did not owe them"
Matt H,New Jersey,5,04/02/2017,Divvy across all of downtown,"We used Divvy bicycles to go all the way from Navy Pier to the Planetarium. You can access many of Chicago's attractions. Just make sure you keep track of where all the stations are. That way you can return your bike, and just take it out again."
Peggy C,"Troy, Michigan",5,02/21/2017,Easy access to bikes,"On a nice day, this is a wonderful way to see the city.  The station's were at every site we went to and bikes were in great condition.  And it save a fortune in cabs!"
nickytravels2014,"East London, South Africa",4,11/29/2016,Great fun - download the app!,"Great way to see the city. No real expertise needed - I hadn't been on a bike for years!The designated bike lanes are a helpful route guide.You do have to check in every 30 minutes. Finding these stations can be a little tricky in the busy city centre. We rode right past the one we were looking for! I assume that the app would help with this. Checking in seems a hassle but there is so much to see and experience in the city that the 30 minute rides are really all the time you need to get from 1 ""must see"" to the next.Credit card essential, you swipe at every check in point. Card is charged once for the day and then again only if you miss a 30 minute check in deadline - this can be an expensive mistake!"
Tanner V,"Rochester, Minnesota",4,11/27/2016,A fun and exciting way to explore Chicago!,"My fiance and I used two bikes to ride along the Lake Michigan riverwalk from the Shedd Aquarium to the oak street beach. The bikes were in good condition and comfortable to ride. The process to rent the bikes out and then dock them when finished is easy. I have two issues keeping me from giving 5 out of 5. I dislike that the only option/""plan"" is to pay $10 per bike for a 24 hour pass. The other issue is that you have to dock your bike every 30 minutes or else you get charged an additional amount, which depends on how much longer you had between docking beyond 30 minutes. Our ride took 40 minutes and so we were charged an extra $2 per bike for going 10 minutes over. The real kicker is that we were unable to use the bike service in the next 24 hours because we had pre planned most of our trip. All in all, I paid $24 to rent two bikes for 40 minutes. It's not gonna break my bank but it's frustrating that there is no other option for rent duration. We still loved the service though!"
mattb185,"Kansas City, Missouri",5,11/12/2016,Such a great way to see the city.,"I would highly recommend this for anyone. It is not only economical, but in many instances it is faster than driving to many locations. The city has done a great job of catering to cyclists and lanes and even dedicated street lights."
RichardM6605,,5,11/09/2016,Exploring Chicago with Divvy,The Transit app sucks but with the help of Citymapper and Divvy we had really awesome Chicago experience.
SolanaBeach2014,"San Diego, California",4,11/05/2016,Best transport in Chicago ,"We've used city bike programs in the past but for the first time, there are enough stations to truly make this replace other public transport, a car or even uber- all of which is actually much slower let alone more expensive. Locals probably get year memberships but visitors can get one day passes $9.95 which gives you unlimited 30' or less rides. Rides over 30' costs extra, but Chicago center is a small (relatively) manageable city for a visitor most stations are less then 4 mi apart. The stations near big attractions like Millennium Park may be low on bikes but just wait and people start dropping them off. You have to use the same credit card at each station to identify yourself and get a new code. Bike codes unlock the bike. The few downsides: no helmet rental so BYOH and the kiosks don't respond well to touch as they should. The bikes are heavy and durable and are the step in kind - unisex. They fit most any height - I'm less than 5' and the hubs 6'. We used them to go from Lincoln Park, to 3 locations downtown, to Old Town and to different areas of lincoln Park. All easy. Good roads. Night lights in the front res blinkers in the back. Importantly - download CHI Bike app and it will always tell you the closest station as well as a map of all stations. Pretty convenient. "
cighh,"Duffel, Belgium",5,10/26/2016,Convenient ,Probably the most convenient way to go back to the hotel from the McCormick or to spend some time discovering the city.
MattP2600,,5,10/25/2016,Loved it!,"Chicago's is amazingly bike-friendly, and Divvy is a great way to enjoy it. There's stations pretty much everywhere. The only drawback for me was the fairly high price for a 24h pass of $9.95, but I found a promo code through Transit App which knocked it down to $7."
Martha D,,4,10/25/2016,Was my favorite thing I did in Chicago.,"As others have said, you can rent for 24 hours for $10, but that means you have to check in the bike every 30 minutes. It's intended to be a commuter bike experience, not a long-term bike rental. We had no luck getting the bikes using the station, called customer service and they suggested using the transit app. That worked! The stations are close together and easy to find. It's so much fun to ride along the lake."
satters1981,"Reading, United Kingdom",4,10/24/2016,"Excellent availability of bikes, quality of bikes. Cost and payment system could be better","Bike stations are never too far away and the 30 minute limit is long enough in Chicago to do almost all of the hops that we wanted to do. All of the bikes we rented save one was in excellent working order and there was no problem to swap out for another in that case.Only feedback we would have is that there was no longer term deal - the 24 hour option we used 4 days in a row and it felt like we should have got some kind of a deal on that. More seriously the credit card system was not working properly and after getting three messages saying the system had timed out, later found that I had been charged each time so will of course be requesting this is reimbursed."
marylandcindy31,"Washington DC, District of Columbia",1,10/23/2016,Renter beware,"Divvy has rent all day for 9.95. I didn't notice you have to dock bikes every 30 minutes. Was overcharged. When I went to customer service they said I didn't read and can't get it adjusted. Okay I realize it was my fault but I never rented a bike not read fine print. No great customer service, bad clunky bikes, and just out for making a buck. Crappy business. "
gabbynguyen,"Fort Worth, Texas",5,10/15/2016,Best part of the trjp,"Biked down lakeshore drive with a couple of friends using the divvy bikes was such an ease. What made it even easier was not having to wait in line for a new code for a new bike because we just requested one on the transit app! Wow, definitely coming back and doing the same thing. 10/10 would recommend."
Mjquinn56,"Ho Chi Minh City, Vietnam",3,10/12/2016,Fun way to get along the lake,"In town to watch someone run the marathon. It's $9.95 for 24 hours of rental but is you use it for more than 30 minutes at a time they start dinging your credit so you need to check the bike in at least every 30 minutes which can be a bit of a hassle.Also we arrive at a few few destinations and there were no empty spaces, fortunately we had time to find another location, but that could have been a headache."
Casey H,,5,10/04/2016,Best way to get around Chicago,My husband and I used Divvy for 2 days of our 3 day trip! It was quick and easy - they had docks wherever we went!
ercks,"Evanston, Illinois",1,10/01/2016,Cheaper to Purchase a New Bike,I wish I could give a rating of zero stars. I rented a bike near St. Francis Hospital so that I could go visit my aunt who was in from out of town. I purchased the 24 hour unlimited ride rental. Good deal right? NO. DON'T EVER RENT A BIKE FROM DIVVY. It's a scam. You can rent as many bikes from DIFFERENT docks for the 24 hour rate in 30 minute increments. That rule is supposedly displayed in fine print on the screen. Should that be written in BOLD on the bike and the kiosk? It cost me $109 to rent a bike for 8 hours. I should have purchased a bike and given it away when I was finished. Does Trump own DIVVY?
Betsy T,Morgantown,5,09/24/2016,Divvy all day !,Get the app ($2 coupon) and helps to ease your docking and undocking. Chicago is a great place to bike around and these bikes are solid. Be sure to wear a watch so that you can watch your time (30 min. a ride) but you can easily just doc and undoc again and keep riding. I am hoping that I made all my time limits and don't find an additional charge on my credit card ! It did seem easy and you meet fun people docking and undocking ! Get your first bike early and ride all day !
saminolesoccer,raleigh,3,09/22/2016,Fun bike ride; disappointed with the final cost,"Beautiful September day to bike the city. Quite the adventure weaving through crowds of people on a Sunday afternoon, meandering through cars and taxi drivers and walking our bikes across Navy pier. Those experiences are fun memories. However, what puts a bad taste in my mouth is the charge to my credit card: $39 instead of the $9.95 for the day, or two total hour ride. The fine print instructs you to ""return"" your bike every thirty minutes to a docking station to keep the price at $9.95 for the day. If we did this our memorable experience would have been a nightmare instead. I would've rented bikes from Bobby's Bike Hike for the same price and gotten a better bike if I read the fine print. Just keep this in mind when you plan your trip."
wrightc87,"High Point, North Carolina",1,09/19/2016,Poor customer service,"Great option to get around using the lake front trail while visiting Chicago (BUT you should be warned that there are tons of races on the trail during the weekend). However, my first code didn't work. Got another. Finally got a bike and the seat was broken (dropped down within 2 min or riding). Stopped at the next station and returned my bike to get a new one....except after I returned it the comp didn't work. Called customer service and they told me to walk to the next station....while my time using it is ticking away. I asked for a discount due to he multiple calls made to customer service, inconvenience of their system and bike(s) not working, and reduced time actually being able to use the bike and was refused.I love the concepts of bikes in the big city and have done this in Denver and Boston previously. However, I would never use this company again."
bradvice,"Denver, Colorado",5,09/19/2016,Divvy round the Lake edge,"Rented a couple of Divvy bikes to explore around the Lake front in Chicago while visiting our son who lives in Streeterville. I love this concept of 24 hour membership and free rental. The stations' spacing makes it easy to get to destination without having to go over the 30 minute free rental. For longer destination, its easy to stop at station and quickly check same bike out for continued ride and another 30 minutes free. Did this in DC recently and had a similar good time. The bikes are heavy though and have limited top end gearing so that 15 mph is about as fast as you'll cruise, even if you're a strong biker. The three speed shifters have all worked well and allow for easy slow speed take offs and climbs. Easy quick-release post allows for quick seat adjustment (remember, about a 90% leg extension is about what you should be aiming for to allow the best efficiency.) The tire pressure has been good on all the bikes I've tested and subsequently chosen fir each trip.No helmets is the one down side to the system. I hope this concept is taken to every major metropolitan city in the world. We have a good one in my hometown, Denver but i haven't tried it here cuz this is where my bikes live with me."
peet_sagitt,"Wellington, New Zealand",5,09/19/2016,Good quality,"Positive: lots of stations around the city, easy to use application, good quality bikes;
Negative: application doesn't work offline"
Melissa796,"The Hague, The Netherlands",5,09/17/2016,Awesome!!!,"LOVE these bikes. Easy to use, convenient, fast, fun, exciting, the app is awesome, etc. Can't say enough good things about it. We loved using these bikes to get around the city to explore, shop, travel, etc. Will definitely do it again. Wish all cities had these."
horninco,"Plano, Texas",4,09/16/2016,Fantastic idea,"Great way to get around the city. YOu get 30 minutes per trip but it's $10 for a 24 hour period and they have bike racks everywhere and the app is pretty accurate telling you where to find them.We grabbed one in the morning by the river and woudl boke down to the field or to navy pier or up north and then drop it off. Then come back out and grab another. You do have to be brave to ride in the downtown streets. Sidewalks are crowded and although we did ride on them on occassion, it's not ideal most of the time."
billmoll,"Clarendon Hills, Illinois",5,09/12/2016,Best way to get around...except in winter,"I've been a key-carrying member since the bike share service began in Chicago. I have used Divvy bikes for basic downtown commuting. I feel like a grannie sitting on the ample seat but they're certainly solid machines. The 2 biggest complaints I have are with the ""basket,"" a metal brace with bungee straps. And, I've ridden too many bikes with gear slip problems.But these shortcomings aren't enough to dissuade me from using the service anytime I'm in the city. There are nifty apps that give you the number of open bike stalls and the number of available bikes...very important when it's a high demand part of the day.I just re-upped my subscription and I'm glad TripAdvisor is allowing me to share my thoughts.Unless you're a passing-through traveler...buying an annual subscription for unlimited use is the best way to go. And...bring your helmet."
OttoKris B,,5,09/11/2016,Loved this!,"This was great for us as there are stations all over the place. Not too keen on the 30 minute check in as we are tourists and wanted to stop and smell the roses a bit. Lots of great things about this program especially the Divvy Dudes that were nearby to give tourist assistance. One guy, Danny Drinkwater, was so helpful and a pleasure to interact with as we had no idea what we were doing. What a great ambassador for the program!"
DwightD1983,"Springfield, Ohio",4,09/11/2016,Nice Cruising Ride,While the family went to the American Girl store I cruised from Hyatt McCormick Place along the lakefront.  I rode at a leisurely pace to Navy Pier and back seeing Grant Park and Buckingham Fountain.  This was a memorable part of my trip.
RachKas,"Melbourne, Australia",5,09/07/2016,HIGHLY recommend!!,"Guys.... Get these bikes!!!!! We had such an amazing times over 2 days riding around the city. We hired for 24 hours, picked them up at 1.30pm so had all afternoon and all next morning over the Labor Day weekend. Perfect."
octoberthirtyone,"Detroit, Michigan",5,09/07/2016,No issues,Great experience. The mobile app was easy to use. Payment was easy. Bike retrieval was easy. Did I mention it was fun?
BML111,"Boston, Massachusetts",2,09/07/2016,Hit a SNAG!,"We wanted to rent bikes near Navy Pier for a ride to the Adler. When we got to the stand, there were only 2 bikes (we needed 3) and those were broken. We walked to the next stand which said there was 8 bikes available. We get there and while there are 5 bikes, they are all broken or not able to be undocked. It felt like many people did not understand how the system worked either. The vans that maintain the docking areas were not on top of their game this day. While it is a great idea, I think a little more public education of the idea is necessary as is the maintenance of the bikes and docking facilities"
Urbestpalal,Algonquin,5,09/04/2016,Easy Fun Transportation ,"I have always wanted to try Divvy Bikes downtown and this weekend finally had a reason too. I was traveling around Chicago with my husband and realized divvy bikes would allow us to get all offer much quicker. I had never used this before and it was so easy! You pay $9.95 for 24 hours if you use the bikes at 30 minutes intervals. (If you use for longer you either pay a little bit extra or stop and exchange before your 30 minutes is up). There are a lot of locations and easy driving bikes, especially along the lake shore."
DonnaS420,"Sacramento, California",1,09/04/2016,Epic Labor Day Weekend FAIL,"Systems down & ineffective operating. Didn't recognize bike being turned in, wouldn't let us check out bike, system down & wouldn't let us do anything. Divvy tech guy at Field was zero help except to suggest we walk to next station and wait for someone to check in a bike. Customer service number at least had a live person but confirmed the two closest stations were empty of bikes. Oh, and app does not show all the stations apparently. Next time we'll rent a bike for the day and do away with this massive time suck!"
bklyn7581,"Brooklyn, New York",5,08/30/2016,Chicago's Diivy Bike Share is great!!,"I enjoyed using the Diivy Bike so much. Using it to ride along the Lakeshore Drive trail was absolutely one of my favorite parts of my trip to Chicago!!Using the recommended Transit app in conjunction with the bike rental was vital to me. It was very intuitive, fast, and easy to use and I was so happy it was available. I found it to be accurate in terms of alerting me to the number of Bikes and return docks available at each station around Chicago, which was a blessing in terms of helping me determine which dock was nearest with the most Bikes (for me to start my ride) and how far I should ride to if I needed an extended trip (based on where Bikes were most available to restart my 30 minutes). I would not have been able to utilize the Diivy with as much success and satisfaction as I could have without the Transit app. Getting a new code was so fast that I didnt even have to unload my stuff from a bike I was returning in order to take it right out again. It was so great. I would avoid trying to get a bike from the downtown area/loop area around rush hour/ sundown. It's difficult."
Stephanie P,New Orleans,5,08/29/2016,Highly recommend,We had such a great time on our bikes.  Never any problems finding a bike or a place to drop them off when we were finished.  Perfect way to see Chicago.
Scott M,"Washington DC, District of Columbia",5,08/24/2016,Great way to see the lake front,"My first trip to Chicago and I decided to bike around rather than walk. Divvy rocks! they are so easy to use and are spaced out well. And cheap! Insider tips: 1) Check in with your same credit card if trading in every 30 minutes (do it, its easy) 2) Use them on the Lakefront trail - such a special way to see the Lake and beautiful green area!"
aimeeshreve,"Swartz Creek, Michigan",1,08/21/2016,Disappointing experience/complete waste of money,"I was REALLY excited to rent bikes to ride along the lakeshore with my family. I was willing to go through the hassle of finding a docking station every half hour to ensure we weren't charged penalty fees. However, at our first stop, about 20 minutes into ride, we were unable to retrieve all of our bikes. We had rented 6 bikes and 2 of them would never unlock with the code given. We tried other bikes. There was another group at this station with the same problem. I even tried to purchase additional ride passes but that didn't work either. So, the 4 on bikes rode back to where we started and 2 walked back. I would recommend just renting a bike for a period of time from a business and knowing you'll have it. It may cost a little more, but it's guaranteed to not be a hassle."
MatteoZN,"Desenzano Del Garda, Italy",4,08/19/2016,"Recommended, but can be better ","We highly recommend to use Divvy bikes for visiting Chicago. You really get the most of the city by biking the same for north to south by the coast. The positive about Divvy is that it actually allows you to do that, and it is plenty of stations.The bike status is not the best, specially gear and hand grips. "
RipleyC,Colorado,3,08/16/2016,Divvy Your way to the Game,"If you read the other review some are great some are not. Know what you are getting into. 30 minute windows for 24 hrs. It worked great for us, we had the app, generally knew our way around town. Our biggest plus was going from downtown up to Wrigley and back downtown. However, we got halfway up town in 25 mins so put away the bikes and went to Dairy Queen for 10 mins. We got the same bikes out again and continued on our way. We did encounter stations that didn't have 3 bikes, We did encounter stations that had busted bikes. We did do a fair amount of walking to get to stations at times. A huge plus was the 2 am ride home when it was finally cool enough to ride."
Rachael R,"Bendigo, Australia",5,08/13/2016,Blue Bike Hire,The Divvy Bikes (aka blue bikes)were a fabulous way to get around Chicago. Loved my self tour. 18miles of bike track.
Erin F,"Pittsburgh, Pennsylvania",3,08/07/2016,Convenient but clunky,"Divvy bikes are a great idea in concept, but the bikes could be lighter weight and smoother to ride. In conjunction with the app, it was easy to find the stations and it's a healthy, fun way to see Chicago along the lakefront. The lakefront path can be quite congested, however. We also had an issue at one station where the rack wouldn't release the bike and had to walk to another one. Overall though a great idea!"
all4won,"New York City, New York",1,08/06/2016,DO NOT rent divvy,"Waste of money, waste of time. 1. You must insert credit card at a docking site every 30 minutes to avoid fine print fees. 2. As tourists who don't know the city, good luck finding docking station (the app is useless if you're a tourist) 3. Any Roads with bike lanes were used by cars (very few roads actually had bike lanes-i.e. You have to walk your bike on the sidewalk) 4. Sidewalks too crowded for bikes.5. Dock your bike and slide your credit card for a new bike code and then watch someone walk off with your bike. Now you get to hike all the way to the next docking station. OR have someone stay with your docked bikes as one of you gets a new code. 6. Sketchy detour to get to waterfront path near Navy Pier.7. Spent 98% of the time walking the bike. 8. When you find another station for get a new bike, STAY WITH YOUR BIKE to get a new code. People will steal your bike. The bike must be docked in order to get a new code. 9.What a waste. Walk where you are going. Much faster! You spend your entire 30 minutes searching for a kiosk to avoid fees and keep the $9.95 price. Zero time to leisurely enjoy the waterfront. (Beware: waterfront kiosks will most likely be empty, so guard your bike when you dock for new code or it WILL be taken)  Tips if you still want to do it:TEST BRAKES FIRSTSet watch with a timer of 25 min to avoid fees Ask for printed receipt (your code disappears off the screen VERY quickly) Best tip: Don't do it. "
BATMANCATWOMAN,"Long Island, New York",4,08/04/2016,"LOOKING TO GET AROUND THE CITY, DIVVY BIKES ARE A GOOD CHOCIE",Just like a lot on major cities around the U.S. bikes are becoming the norm and Chicago has it's own to offer. So if you want to get around the city jump on a rental Divvy Bike and enjoy the ride.
Rainbowdops,"New York City, New York",4,08/04/2016,Economical way to bike the lake!,"Ah, I loved the to feel the breeze through my hair as I pedaled along. We had a brilliant time biking on the bike trail along the lakefront. We'd also planned to bike up to Lincoln Park, but the weather had other ideas. The Divvy Bikes seemed to be located all over the city and the pricing scheme made it the cheapest touristy thing we did in The Windy City ($9.95 per bike for 24 hours as long as we returned the bike in 30 minute intervals, but we could check out as many bikes as we wanted within the 24 hour period.) It was brilliant as long as the Divvy Bike rental place you wanted to return your bike to wasn't full (then you'd have to find another spot). Slightly lift the bike to get it out of the docking slot and don't be too gentle when shoving it back in, so it clicks. "
Kim W,"North Reading, Massachusetts",1,08/03/2016,TOURISTS BEWARE! This is a huge scam! Avoid these bikes.,"As you can see from several other reviews, basically you get screwed with the small print. You look & see $9.95 for 24 hours so you rent the bike. What you don't realize is that lower on the kiosk it says that if you don't dock the bike EVERY 30 mins, fees will apply. We rented 2 bikes for 4 hours & I got a $127 charge on my card! When you call CS, they tell you the bikes are made for short commuter trips that take no more than 30 mins. And if you want it for 24 hrs, you have to dock it every 30 mins. Divvy, let me ask you, who would rent a bike for TWENTY FOUR hours if they had to constantly dock it?? It doesn't even make sense. If you have to dock it every 30 mins, then only rent it out for THIRTY MINUTES. As a tourist, you don't know the city, we got lost several times & finally when we saw a docking station, we gave up after 4 hours. Not as easy to bike around a city you don't know as it seems. But we didn't mind since it was only $9.95. WRONG. I called CS and asked for a manager, I spoke with a manager who was very polite & eventually refunded me 50%, which means I got charged $54 for something I thought would cost me $20. I said to him, ""You can't tell me that you don't get this call once or more everyday from other tourists."" And he pretty much agreed it is a huge problem. He's even suggested to Divvy to change their kiosks. Divvy, this is criminal behavior. You need to make your fees MUCH CLEARER. Maybe don't make $9.95 for 24 hrs so bold. You are taking advantage of people who come to rent a bike for a day & get financially taken for a ride as well. Make it clear, Divvy is for LOCALS who want a quick ride. This is not tourist friendly."
Eyeballs,"Gaithersburg, Maryland",2,08/02/2016,Worst. Customer. Service. Ever.,"I ride the bike share all the time in DC and love it. Concept is great. Same concept is great in Chicago too. The big difference is, as a tourist in Chicago, you have to purchase a daily pass. The process is a bit tedious, sliding your credit card in and out at the kiosk each time. Often times you have to do it more than once because the reader cannot process your card. I found several kiosks out of service so you couldn't check out another bike.Then the doozy hit. I docked a bike and walked around a bit in Grant park and grabbed some breakfast early one morning. Went to check out another bike and the kiosk said my bike was still out. Worst. Customer. Service. Ever. Was basically told to go back and find my bike and re-dock it because it wasn't properly docked. Was advised by the Divvy Customer Service rep that she does not work for Divvy so she can't address my account or other issues. Was given the bike number and told to look under the seat.Walked 1/1 mile back to dock. Looked at about 8 bikes until I found the one I docked. It was locked in like a baby. Called customer service again. Same representative. Acted like we had never spoken although it was only 10 minutes prior. How many people had she spoken to on a Tuesday morning at 10am? Rrefreshed her memory and she said 'oh yeah'. Told her bike was docked and gave her the name of the dock. Explained it 3 times, spelled the street. (Where are they located????). She said it looks like dock is offline. When it comes online I will note the bike as docked. So, now what? How do I get a bike? Will I get credit for the time you think my bike is out.... so many unanswerable questions by the woman who doesn't work for Divvy.Suffice it to say, I ended up walking 2 miles back to my hotel because the rep gave me a code that didn't work and I just couldn't handle calling back and talking to her again.God bless and good luck if you rent a Divvy bike and something happens. Waiting for some massive charge to hit my credit card and maybe I'll be lucky enough to talk to the same disinterested, condescending ""I don't work for Divvy"" customer service rep.Oh, an I wrote an email to Divvy customer service, the email address on their website. Wait for it... No response.It would be a 1, except the concept is a good idea. I pity the fool with an offline dock."
Michelle L,"Atlanta, GA",5,07/30/2016,"Great way to get around the city, and lake","As a tourist this was a great way to do the Lakefront Trail and to see the city. Chicago seems to be one of the few cities that has bike lanes where you can actually fit and not have the fear of being ran over. Only problem is that sometimes it could be difficult to find a place to drop off your bike within 30 minutes (if doing the all day pass) due to sometimes the bike rack being full. Also, it would be nice after downloading the app you could get reminders to drop off your bike, or even have a place for your phone so you can follow the gps to your destination. Overall, we had a great experience."
