,review_ratings,review_date,review_text
72,5.0,9/17/2018,Good experience for exploring neighborhood by Citi Bike. Perfect stations locations. Good solution for ride road plan.
73,5.0,8/27/2018,Love the Citi bikes! Great for getting around the city! Only downside is not enough bike Lanes!
74,4.0,2/22/2018,"Amazing! Easy to use machines. Gets you around the city quickly. Fair price ($12/24hours). Great for nice, warm days in NYC Like yesterday (02/21/18, 70+ degrees in the day time). Only wish the amount of time between the required docking was longer (it's currently 30 or 45 minutes between docking, depending on if you have an account and your membership type. The $12/24 hours mentioned earlier is the ""non-membership option. There is also a 3-day option for non-members). Also, it would've been great to have more docks near Manhattan's water fronts. I was riding along the Hudson (west side) and might have enjoyed that a little more if I had been able to stop and take in the view. I was terrified of overage charges."
75,2.0,6/21/2018,"I've used Citi Bike often around Brooklyn with no major issues.  But what a nightmare using it in Manhattan.   I spent 30 minutes looking for a bike station in Midtown and Chelsea that had available bikes, and it wasn't until I literally caught up with the Citi repair truck that was unloading new bikes that I finally was able to rent one.  And when I tried to return it in the Lower East Side I spent another 20 minutes going to FOUR stations looking for an open bike dock. Which ironically again was the result of catching up with the repair truck that was TAKING bikes out of the docks for tuneups. And at least 3 of the stations' credit card scanners in Manhattan wouldn't even read my credit card, which is a new card. The night culminated with the final blow, a station full of bikes gave me a message on the kiosk saying ""We apologize, rentals are not available at the moment."" Extremely frustrating series of events for a company as ""reputable"" as Citi. All in all I wasted about 45 minutes throughout the day going from station to station trying to find either A) an available bike, B) an open dock, or C) a scanner that would actually read my card.  Citi Bike offers a measly $6 coupon for customers who did not have a great experience, but an actual refund would be more on par with the level of Customer Service they claim to have.  I don't recommend wasting your $12 on this frustrating experience."
76,4.0,7/10/2017,Some of the bikes are really hard in operating.Stations are always empty in a lunch time.
77,1.0,8/12/2018,"This company completely ruined mine and my husband's wedding anniversary. We planned to rent bikes for the day and head to Central Park for a romantic picnic that we had reserved and already paid for. We were at the rental docking station. I entered my password. It didn't unlock my bike. Instead it unlocked someone else's bike. We called customer service and were told we were stuck. I couldn't get a bike until mine was returned. I was financially responsible if it was returned late or not at all. We missed our picnic, had to pay for an Uber on top of all charges being assessed by the person who got my bike at my expense. In all, instead of making our lives easier, citi bike ruined what was supposed to be an amazing anniversary date in which my husband wanted to romantically re propose to me."
78,3.0,11/17/2014,"So I was thinking of renting a bike....then thought it was going to be too cold.  Then came to town and saw the citibikes eeeeeverywhere.  Both the docking station and the bikes.  And then the green bike lanes.  Ooh, I had to try them out.To start the process...you use your credit card and theres a number of disclaimers, questions, etc you go through on a computer screen.  I was really totally only looking to ride them once or twice so I settled on the one day $9.95 pass.To me, the system is a little confusing, and i feel theres a little bit of ""buyer beware"" to be ""aware"" of.  There's a $101 (or $105? Something like that) hold put on your card automatically (they tell you this-- but still.) You get a code and have five minutes to use the code on the bike of ur choice.  I fully realize i may**occasionally** be technologically deficient but I felt it was a little hard to figure all this out quickly.  There's obviously no one at these kiosks so i was on my own trying to unlock the bike.The ride:  i checked the air pressure on a few bikes before i chose one and overall it was ok.  Personally I'm used to leaning over to reach the handle bars on a bike-not sitting upright so the whole balancing and turning felt a little awkward to me.  The brakes felt like they could use tightening and as I road the front tire made a noise like a frog every couple seconds:(.  But it was ok for my purposes.However...30 minutes go really quick, and I soon found myself concerned about time.  You have  to return each bike every 30 min (God, I think -- so many rules.) Could they make it every 60 minutes you have to return them? Oy! 30 min is NOT much time to ride.Returning the bike was a little awkward... it was locked but took a minute and honestly the process made me a little nervous.Its very likely that this is one of those things you have to do a bunch of times to get the hang of.  For me, it was less expensive and more convenient than trying to go to a place (store) that rents out bikes, so I'm sure it seems like I'm complaining about a lot of the aspects of citi bikes.  Still, it seems like there's room for improvement."
79,5.0,7/5/2018,"First time using it. It's an easy service to use, and I appreciate not having to worry about locking up my bike."
80,1.0,5/7/2018,We rented 2 bikes for 24 hours at what we thought was $12 per bike per day and they ended up charging us $82. What they don't tell you is that you have to return the bike every 30 minutes. Why have 24 hour rentals if that is the case? I won't ever be using this service again.
81,5.0,8/4/2018,Love it!!! Such a great way to see the city AND so much faster (and cheaper then a cab) when public transport isn't in the right spot. So many convenient locations to drop off the bike when you're done !!! Definitely buying an annual membership.
82,5.0,7/22/2016,My friend rent the bike from the street shop for 20$ for 7 hours ( which is Ok) But on the end it was always nose to goooo back all the way to take his bike whenever we where stoping somewhere to take a walk)Citybank - mobilebike!!)
83,3.0,2/9/2016,"I was an inaugural member, and I also signed up for a second year just to support the service.I gave it up eventually since I didn't have a need for it. That second year, I think I only used it less than 10 times since I was staffed on projects that were directly next to subway entrances.It's awesome when it works, but getting a bike and finding an open dock is a very frustrating experience if you work in one of the popular areas like Midtown.  I hope the service gets better, but I won't be renewing my membership again."
84,4.0,7/22/2018,"It's a great system, I just wish we didn't have to dock them in certain places. Something I have to walk around to find a dock to return it."
85,5.0,1/20/2018,It is a brilliant way to get around NYC and so much fun! Bikes are in a very good condition and easy to navigate. The app is extremely helpful to locate the available bikes and docks.
86,5.0,7/9/2018,"My friends and I decided to citibike across town through Central Park on a whim and had an absolute blast. We had initially planned to just cross the park on bikes because it was faster than waiting for he cross town bus, but then had so much fun we decided to take an extended ride back through Central Park. The bikes were easy to rent, use, and dock. I highly recommend this for your next Sunday fun day adventure :)"
87,5.0,7/6/2018,My experience with Citi Bike was great! I rode around the city for hours! The text letting me know how much time I had left was very helpful. I definitely would recommend city bike to my friends as Different way to get around the city.
88,1.0,9/3/2017,"DO NOT USE SO BAD, SO UNACCOMMODATING SO RUDE AWFUL PEOPLE DO NOT USE.The worst possible experience you can imagine. DO NOT USE CITI BIKE. These people are nasty and extremely unaccommodating. We used Citi Bike for the first time this weekend and thought we docked the bikes in the way we were supposed to, then got a late fee because apparently we did not dock the bikes correctly. We checked, the bikes were still there and there was a problem with the system. The customer service on the phone was SO RUDE AND SO BAD, and did not offer help. This is THE WORST organization. For an organization that louds itself on affordable public transit this was a disgusting abuse. DO NOT USE CITIBIKE THEY ARE AWFUL"
89,1.0,4/22/2018,"WORST CUSTOMER SERVICE & UNFAIR BUSINESS MODELFirst off, 30 minutes per trip is way too short. If I pay for a day pass than I should be able to keep a bike out for the whole day if I want. Especially if I get unlimited rides for free. It was a pain and completely pointless to keep docking every 30 minutes only to take a new bike out each time.Second, one of the times that I docked a bike, it gave me the green light saying that I had docked it properly but my app said that I was still out on a ride. I triple checked the dock and even had someone else ensure that it was locked in there. The app says that if I have trouble like this to call customer support. Note that, I can't take a new bike out or do anything until the trip ends. So I was forced to call only to find out that no one is available and I had to leave a message. I tried again several times until I got someone who was awful. She said that no one could come out and look at the dock and would not believe me when I told her that I swore the bike was locked. She wouldn't help me until I went back and double check the dock. Even more insane logic, she was going to hang up and have me call back after I checked it again - why not just believe me then?! So instead, I made her stay on the line. I wasn't about to wait 20 min to get her back on the phone or repeat the process with  someone else - surprise surprise, when I checked it again, it was locked. For all she knew I could have been pretending to check it. She should have believed me when I said I was sure - I also had a witness vouch for me. If they don't commission people to pop round and help you in person then they need to be more believing of the customer. It's not my fault their dock didn't notify the app. After an hour of convincing her, I was FINALLY free to resume my trip. Thankfully I was out got a leisurely ride but what if I legit had to be somewhere?!Then, I got an email 3 hours later saying that my trip was still open and that I might get charged. I emailed them back asking if this was still a problem bc I had spoken to someone on the phone and they said they resolved it. They took care of this as well but still very frustrating.I will not be using citibike again if this is the type of customer service I have to deal with when something goes wrong."
90,5.0,6/26/2018,I LOVE CITI BIKE! I bought a day pass to explore Brooklyn and it made my day perfect! So easy to use! Will definitely recommend to friends!
91,5.0,5/30/2018,I hadn't ridden a bike in 7yrs and yesterday I rode around all of Central Park with my 6yo and we had so much fun!!!! I can't wait to do it more in the next coming good weather!!!
92,5.0,5/29/2018,"Like every bikeshare system, it isn't without its problems - but overall the Citi Bike system is well run (especially considering how extensive the network is) and most bikes tend to be in reasonable shape"
93,1.0,10/1/2017,"I love the idea of bike sharing but their implementation is terrible and borderline criminal.  You have to check the bikes in every 30 minutes or they start charging you $16 an hour (on top of the pass price). This adds a totally unnecessary element of stress and urgency. If you (inevitably) don't click the bike all the way into the station, they continue charging you indefinitely. Customer service is totally unhelpful and expects you to travel across the city to find their bike in the middle of the night??!!! I'm pretty sure they make most of their money off of this kind of credit card company-esque bullshit. AVOID."
94,5.0,5/28/2017,Wonderful ride from Williamsburg to DUMBO to Brooklyn Bridge! Got the 24 hr pass and there were many stations along the way. At some point we had to call customer service and they were very speedy to answer and help out.
95,1.0,6/18/2018,It would be great if there were bikes available. At 6am you would think there are tons of bikes outside the penn station area. But not one available. I walked 1/2 way to work before I finding  an available bike. Waist of money for me.
96,3.0,8/21/2017,"Having to dock the bike every 30 minutes is beyond annoying. What's a day pass if you can't have it for a whole day? Having to stop and dock it makes your travel time longer and you're constantly worried you're going to go over time. The bikes also only have 3 levels of resistance and even the highest one doesn't have enough, so if you're going up a hill you really have to pedal. I know these aren't top notch bikes but they should consider upgrading in the future. They should also try and get bikes that are lighter, these are pretty clunky and heavy. Also not sure why they think that basket thing in the front is useful. Just have a normal basket! We actually can't put anything in there. There's also no water bottle holder which is such a simple thing....the concept is great but these little things make the process so annoying."
97,3.0,9/1/2017,Bikes are in good shape. The app could be better but is adequate to make service work.
98,1.0,9/30/2016,"Unlimited 30 minute rides for 24 hrs is NOT CLEAR. So it is expected of me to inconveniently go off route, search for a kiosk to dock the bike, then un-dock to go back to riding. I would need to time my rides and take out my cell phone to find the nearest kiosk???? Regardless if there are thousands of kiosks, it is still inconvenient for a program that praises itself in being ""convenient."" This may have made perfect sense for a regular New Yorker in ""the know"", but I was a visitor who simply wanted to enjoy a nice ride along the Hudson River. This trip turned out to be a $50 trip for something I thought would only be $12. BULLSHITCiti Bike should waive the overage fee for first time ignorant customers AT LEAST, that's good business. Not just say ""our fine print says... blah blah screw you too."" I will be sure to NOT recommend anyone to Citi Bike, but just take a damn uber."
99,1.0,10/4/2017,"What a racket. They charged me an extra 17 bucks so I could do tem a favor and take the bike to an empty location went the place I went to take it back was full and so was the next one. Ended up paying the price of an unlimited metrocard 7 day pass for 2 45 minute bike rides. Not worth it. No text about it being late, nothing. Greedy. Should have know by something run by Citi bank, they make all their money on late fees just like a bank."
100,1.0,8/8/2016,"Having lived in Midtown right by a subway for the last few years, I had no real need for a Citi Bike annual pass. But having recently moved apartment to the Lower East Side, a good 10 minute walk to the subway, I thought it would be the ideal time to give it a whirl. After receiving a promotional offer for a $25 discount, I finally took the plunge. What a huge disappointment. Theoretically, it's a great idea. But two weeks after receiving my key I have yet to find an available bike at the THREE docking stations near me even ONCE in the morning. I live on the corner of Ave D and Houston - there is a docking station at Ave C which is always empty except for this one broken bike which always seems to be there. So then I walk a block to Avenue B and similarly, the docking station is always empty in the morning. I've tried at 7:30am, 8am, 9am - no difference. There is NEVER a bike there. A couple of times I have been so determined to use the service I paid for that I even walked over to Rivington St to try the docking station there - same thing, completely empty! So what exactly did I pay for? Oh there are bikes there in the early evening when people cycle back with them on their way home from work. But never when you really need them, in the morning for your daily commute. Three years into the service, Citi Bike have completely and utterly failed to address the problem of poor bike distribution. I remember this being a common complaint when it first started, and remember hearing them promise to address the issue by moving bikes around the stations. They are NOT doing this at my location and it's rendered my $130 pass all but useless. I have never once seen the Citi Bike truck unloading bikes into the Avenue C station. Yesterday I spoke to a guy in my new building who says that he can count on one hand the number of times he's found an available bike in the morning in one year of membership. So what gives? It appears that despite all the complaints, Citi Bike is not competent enough to manage the operation. A competent operation would involve identifying high traffic areas which are always short of bikes - stations which are far away from a subway station for instance - and making sure that bikes are distributed among them evenly throughout the day. But a simple concept like this is evidently too much trouble and/or too complicated for Citi Bike, whose specialty seems to be limited to charging credit cards and ignoring complaints. But it's not just the complete lack of available bikes. There are other things - for instance many of their bikes have rubber handlebars which are so sticky and disgusting you feel like dunking your hand in hydrogen peroxide after touching them. I've managed to get a bike three times now - never in my neighborhood - and each time, the handlebars were disgusting. And then there's the app. I don't enable GPS on my phone and have no desire to use the GPS function of the app. Despite this, every time I open the app I have to dismiss warnings telling me that I don't have GPS turned on. This is just poor design - a well designed app would give the user a preference setting to allow them to disable the GPS locator if they wish. Bike sharing is an excellent idea and I've experienced it working PROPERLY in another country. Like most things in New York though, this just suffers from a general culture of incompetence and bad design. Just like the subway. If you're thinking about shelling out the money for an annual membership, please think twice. If I can make one person decide against paying for this awful service then typing all of this out will have been worth it.EDIT: I added a photo to illustrate the inexcusable situation with bike stations in the East Village. This screenshot was taken just after noon on a Tuesday. As you can see there are no bikes anywhere, it's just empty station after empty station. Absolutely no attempt is being made to distribute bikes to make them available in this neighborhood, and the situation is the same every day. If Citi Bike thinks this is acceptable then I believe the city of New York should take away their right to run this system and give someone else a go. I can't believe I paid $130 to have no bikes available for most of the day."
101,2.0,9/5/2016,"Very upset I paid for a year membership. These bikes are simply too heavy for me to use. At 45lbs, unless you are fairly fit/strong to begin with, be ready to spend half your ride walking these heavy bikes any time you have to go up hill. Theoretically, I should be able to get this bike up a hill, in reality because there are so many other people on the roads/paths I cannot keep up my momentum- I have tried every gear- 3 is impossible, 2 just spins without catching, and 1 is a joke. On top of being a nightmare on any slight up hill that has other bikers/pedestrians, the availability is very poor. I usually spend 20 minutes running around trying to find a station both when picking up and returning the bikes. I'm adding one star because my husband loves them, but he is able to take advantage of them on weekdays when the paths are less busy, and he is much physically stronger than I am. I'm so sad to make this review, because I wanted so badly to live citi bike as well!"
102,1.0,10/18/2017,"I've used citibike for years.. almost as soon as they opened.  To date, I've logged over 650 miles, 400 + miles and dropped 30 thousand calories.  I live in a doorman building, so I don't always have my keys on me.  Recently Citibike accused me of sharing my membership with others.. and deactivated the feature that allows me to log in using my credit card instead of bike token.  I find this extremely annoying as I live a very active lifestyle, have been a massive proponent of Citibike, and do not share my account!  Why would I ever give someone my credit card or bike token?!  That's insane.  I'm beyond annoyed with Citibike.  Thanks for being a crappy partner."
103,5.0,5/7/2018,"Living on the Upper East Side and having to rely on taxis or the 6 to get to and from work isn't always ideal. Citi Bike is a nice third option that gets me where I need to be in half the time of the subway and about equal to that if I were in a car (during rush hour). Bikes are usually easy to find and in good condition, plus the light and bell are a nice addition for night travel (although I hate how many time I accidentally ring the bell). All in all, not asking for a lot out of Citi Bike, but I am always happy with the service I receive."
104,2.0,5/5/2018,I had a Citibike membership last year and am considering renewal this year. I did not have any significant problems finding or docking bikes. My complaint is that the membership options are limited. Citibike should offer a month-to-month membership option rather than the current monthly payment option that requires a full year commitment. I would be more inclined to join if I could opt in as needed rather than paying $169/year with the limit of 45 minute rides.
105,1.0,8/4/2017,I love biking and was very excited to be able to grab a bike and ride through Central Park. I got a day pass for $12 and downloaded the app. This would be a great deal if you didn't have to return your bike every 30 minutes to avoid overage fees. Watching the time as you bike takes away from the experience in a major way. It stressed me out! I went over the time by 1 minutes and 3 seconds for one of my rides and was charged $4 for that. I even contacted customer service to see if they might give me a pass on that minute since it was my first ever ride with them. But they shut me down. I am very disappointed.
106,5.0,11/3/2017,I had an incredible experience. The parking situation was simple and convenient. The bikes were also good quality bikes. Very comfortable.
107,1.0,7/24/2016,"Absolute scam. They are so desperate for cash that they will do anything to collect money off your credit card. We took out two bikes for a 20 block ride, docked and headed into a store. When we came out we couldn't get our code to work and tried multiple stations with no luck. Already pissed I paid $24 and couldn't actually use the bike I hiked home 30 blocks with a dead cell phone. When I called them to ask for a refund they said I also had an additional $90 charge for 'overtime' and refused to refund either charges.  I had apparantly docked improperly but had received no calls, no texts, nothing. The representative said that she could see that I had 'improperly docked', coincidently BOTH bikes. 1. What are the chances we both docked improperly?2. Why do I get texts that tell me when I dock properly but not improperly? 3. I jammed the bike into the docking station and there was no getting it out. I do not even believe it was not locked in, it obviously just did not register.Don't even waste your time, a cab that would have cost  $5 cost me over $100 because Citi bikes are an absolute scam with poor customer service. I'm disputing the charge with my credit card company, I am absolutely not paying it."
108,4.0,4/27/2018,Well situated on the east side downtown to midtown. Bikes more decent for city travel than they appear
109,1.0,5/14/2018,"Citi Bikes are a good way to experience the city.  However, having to redock the bike every 30 mins is a joke and just a way to make money.  I paid for two day passes, which should have amounted to around $24-25 total. Instead, I ended up paying $60.00 due to keep the bike out longer than 30 mins per ride. They will try and say they make it clear, but they don't, and it's just another way to make money.  It's just a crappy way to do business but I suppose they're around to make money."
110,2.0,12/5/2013,I have seen this kind of bike rental in Europe all the time. Seeing in NY city.... bright blue color bikes.... get my attention right away!I try to look at the rental machine.... VERY COMPLICATED & CONFUSING!!! So not user friendly...... It is a great idea to commute in the city by bikes but seeing so many bikes parking there... make me wonder maybe the price or the operation is not so efficient that is why people don't utilize it.
111,5.0,4/23/2018,"Great first time experience!! Bike worked, the code to release the bike worked, and the rack to put it back worked. I liked the immediate text message confirming my biking was complete and my summary of miles and calories."
112,1.0,7/17/2016,"The bikes are OK and convenience is definitely a bonus but customer service and billing is utterly awful. After several unsuccessful attempts to dock my rented bike I thought I had finally docked it properly only to get a text 3 hours later that I was still being charged. I returned to the docking station, successfully docked my rented bike and found out that no matter what I said or did, I would be charged an extra $38 in overage fees simply because the company doesn't refund anything under $40. With failing docking stations and no ability to contest overage charges I would suggest looking elsewhere for bikes. Their system seems to pry on those who are unfamiliar with the process and catch fails set in place are conveniently set to incur the maximum non-refundable fees. Fail."
113,5.0,7/3/2016,"CitiBike has literally changed my life. I am not exaggerating whatsoever.  It has completely transformed how I get around the city.  I've been a member since 2014 and am thrilled to be coming into my third year as a member this fall.Pretty much all of the negative reviews of Citibike here are from tourists complaining about the 30 minute time limit...but these bikes aren't really meant for touring purposes.  Citibike is designed for busy New Yorkers who need to get from point A to point B.  Annual members get 45 minutes, which I've never even come close to hitting.Citibike enables me the convenience and freedom of getting anywhere in the city faster and more reliably than public transit, a rideshare service, or a cab.  A trip that could easily take me 35 minutes on public transit takes 17 minutes on a bike.  In fact, having citibike means I can live further east, enjoy my neighborhood, and pay less of a premium for living in Manhattan due to my distance from public transit.Citibike has made lots of improvements since it first started - newer bike models, introduction of valet service, a great app, continued expansion uptown and into the outer boroughs, and more.For locals, I would highly recommend getting the annual membership.  It's $160 a YEAR.  Compare that to $116 a MONTH for a metrocard.  I definitely city bike 9-10 months out of the year - I typically won't if it's snowing or below freezing.  That means I'm saving easily $1000 a year in transportation costs.And for the most part, it's a very pleasant way to get around.  I take it in the morning to my fitness class, and it's usually very calm and relaxing.  If I have a late night at the office, I thoroughly enjoy my 15 minute bike ride in the calm of the evening.  Sometimes commuting during peak times or along 8th Avenue at rush hour can be stressful, but all in all is definitely worth it."
114,1.0,9/6/2016,"It was a great experience to ride around the city but be careful to triple check whether your bike was docked (returned) properly! Why? Because you can be charged $1300 for this...Several tips --1. After you return your bike, make sure you see the green light.2. Make sure you receive a text saying ""You docked bike ####. To ride again, insert the same credit card at any kiosk to get a new 5-digit code.""3. You can also sign up for email notifications or app notifications if you wanna be saferCiti bike informed me about this $1300 charge in the morning. The customer service guy told me to file a police report if I want to avoid this charge... I went on reddit and saw several ppl facing the same situation as me. Suggestions to citi bike --1. It will be great if citi bike can offer some kind of bike insurance. Say we didnt dock the bike properly and some random guy stole the bike...i would rather pay for an insurance in advance2. I did not receive any notifications alerting me that I ""havent return the bike"" or ""your bike didnt show up in our system yet. Maybe you should do something about it"" texts. Maybe citi bike can start sending out this kind of alerts."
115,5.0,10/29/2017,"Best way to get around NYC!  Fills in the gaps for travel between the subway, bus & walking.  By far the best deal for people who live in NYC is the annual membership.  Gets you 45 minute rides between docking stations.  Plus, once you figure out the various docking station locations near the things & errands you regularly do, the traveling around becomes a snap!"
116,4.0,6/30/2017,They should tell you on the screen  when you buy tickets that for more than 30 min riding you  will be charged extra
117,5.0,7/24/2017,Citibike now has an hourly pass and it rocks.  Nice that they're finding options for all types of users...keep up the good work CityBike
118,1.0,5/31/2016,"The service started out as a great idea to get everyone biking, but its now a business that has disincluded a lot of us while reaping the benefits of the City's support.I joined for $99 a year.  The price went up to $155 a year.  (Although they keep offering me a $25 discount to renew, that is still $130).NYCHA residents and people with some high-brow organizations can pay $60 ... while fees for the disincluded are going up up up!  And CitiBike locations are in the high or low rent districts, not the more middle class areas.  Imagine if the subways and buses were like this?Just like so much else in New York...if you are rich you can pay whatever, if you are poor you can get some help or freebies (not that it's a bad thing), if you are in the middle you get squeezed.  I can't support it."
119,1.0,6/3/2016,"used Citi Bike first time the other day, not at this location but the dock station @ 8 Ave & W 33St. I thought it was truly amazing service to have until I found out that my credit card got scammed and have started receiving quite few unknown domestic & international phone calls like from India and Hungary.Well, I just literally activated my credit card few days before using this service and this is the ONLY charge that I made in a public location. So, the CITI BIKE is definitely one that my CC got scammed at.Even the phone calls, yes it could be a sale's call BUT I barely receive sale's calls until giving my # @ CITI Bike payment station.well, the charge was not that big but still.. I was really disappointed how poor their security measure is.."
120,1.0,8/28/2017,"Do NOT use Citi Bike in New York they charged us just over $230 for the use of 3 bikes for combined 4 hours.  Myself, my husband and 11year old daughter were tourist to New York after taking my son to West Point and took a ride around the city on their bikes not realizing we needed to check them in every 30 minutes. We asked for a refund of the overages as we were unaware and were basically told to go screw ourselves.  The pittance return was $6.97 on a $230.84 bill...  Seriously!What kind of a racket is this?  I get it's our fault as now we see the rules, but seriously tourist are absolutely taken advantage of by this service.  As a tourist to this city who would think you had to rack and unrack a bike every 30 minutes on a ""day"" pass.  Most tourist would think a day pass meant for the ""day"" as we did.  We toured the Brooklyn Bridge on one day, and City Park on the next and are saddened with our experience and the enduring horrible customer service by Sheila H and the manager William.  Sometimes stepping outside the profit made and being compassionate is the right thing to do.  I will never ever use the service again and I will make sure anybody I know is aware of our treatment.Should have known with a big bank sponsored name they would be big bank nickel and dime charges for the little people loaded with predatory fee practices for unsuspecting tourist.#citibikenyc #citibank #predatory #horriblecsomerservice #visitnyc #newyork #samschwartz #newyorkcity #tourism #billdeblasio #deblasio #cbsnewyork"
121,2.0,6/22/2017,Want to say I just went to London and Amsterdam and they also had their own citi bikes. It was so much better as I wasn't charged a deposit fee of $100 onto my debit card to use them. In London I think it was just about 2 pounds and then if you turned it in late you were charged 2 pounds more. It was great! In Amsterdam it was so cheap to rent a bike. If I ever need to rent one in ny again I will go elsewhere.
122,3.0,10/5/2016,I like the idea but bikes are extremely heavy and hard to ride uphill. 1st speed is a joke. You pedal and pedal but the bike barely moves making it pretty hard to keep balance.  3rd speed is hard to pedal yet the bike does not move very fast. Plenty of grannies on their private road bikes fly past me in central park.There is no respect for bike lines from both cars and pedestrians
123,1.0,6/10/2017,the worst citi program ever. a scam and robbed money. A day pass doesn't mean a day pass.
124,4.0,10/4/2016,"Very convenient IF you know what you're getting.First of all if you look at all the other reviews, you can see most of them are people who did NOT dock the bike within 30 minutes. (which I'll get into shortly)For $12 you get unlimited 30 minute rides around the city in a 24 hour period. This means you NEED to dock the bike within this timeframe to avoid an overage fee of $4 per every 15 minutes you have the bike. Again, all of this is explained, its just people not reading/understanding what they're purchasing which is sad. The reason behind the 30minute limit and charges is so everyone gets a fair chance of renting a bike, if it was truly unlimited, these things would be impossible to find. Just think about that for a second.If you have an iPhone, you NEED to download the citibike app, trust me it will make finding docks easy and it even tells you the availability before you go.To compare things, there was a guy offering me to rent a bike from the business he worked for and it was $15 for 1 hour. For $3 less ($12) you can get a citibike and use it LONGER and the only requirement is to dock it once every 30 minutes. There are docks in almost every corner of NYC so this isn't an issue at all.With the CitiBike I went all over times square and broadway with friends on a recent trip to NYC. We never had issues and we racked up around 8 miles riding/docking the entire day. I would definitely do this again on my next visit! Just keep in mind that riding a bike through a very busy city like NY can be dangerous and you need to be alert of traffic and signals at all times."
125,5.0,7/26/2017,"Citi Bike is numero uno when it comes to convenient, exciting and easy ways to explore the City of New York, the Big Onion as they used to call it.  It's now called the Big Apple by some, but those in the know still refer to it by it's old name, New Amsterdam, and those who know also use Citi Bike.  Now that there's an hourly pass, you don't have to worry about space docking every 30 minutes, just take it nice and slow.  It's the best, and you can't go wrong."
126,1.0,6/1/2017,"Purchased a day pass for $12. Later got a charge for $30+ for overage charges because I didn't return the bike every 30 minutes. Booking through the app has the day price of $12 in big bold letters and the extra charges in tiny fine print. So if I rent a bike for the full 12 hours I have to return it 24 times over the course of a day? So ridiculous. Congrats Citibike you got me, I will never use your service again."
127,4.0,8/5/2017,Great service. No station when I leave work in midtown which is a pain but I understand the difficulties of logistics
128,5.0,7/24/2017,They have an hourly pass for $6 an hour which is awesome. I love citbike.
129,4.0,8/5/2017,"Pretty expensive if you just want the bike for a few errands, and having to check in every half hour is crap. Other than that the system is ok and the idea is great."
130,5.0,2/24/2018,"I think we need more bikes on everything station, love this bikes, they have become my main way to get to work"
131,5.0,8/23/2016,I had a wonderful experience!! Was really helpful to trip around the city!!I highly recommend Citi bike!!!
132,1.0,1/30/2018,Deadly combo of raising rates whilst service is deteriorating..never any bikes or docks available especially at hot spots like GCT..don't really need an algorithm to predict that flow.. Some genius gave Citi bank a sweet heart deal when it was founded and all environment conscious NYers pay for it now..shame on Citi bank AND bike to not rectify that!!I canceled my subscription...
133,1.0,2/3/2016,"Please read my review with warning!!!Before I start I want to clarify I am not a stupid person, I went to college I can read instructions! I have just found out I have been charged $100 for 2 hours of biking for two bikes. Apparently you have to check the bike into the station every 30 mins or you get charged with this massive fine! I didnt see this clearly marked anywhere. Please take my example and make sure you avoid citibikes, or check them in every 30 mins!"
134,4.0,8/15/2017,If there were more working bikes (not Red Lights) I'd give it 5 stars. The only problem is that it's too popular and you frequently can't find a bike when you want.
135,5.0,7/24/2017,"CitiBike has done a great thing and added an hourly pass! 6 bucks an hour, no security deposit or overages... A really nice addition to their other options especially for tourists or out of towners looking to explore the city. I used to live in New York so an annual pass made sense, but as a visitor from the West Coast now it's nice to have these other options."
136,4.0,8/14/2017,Riding around the city with a Citi bike was a great experience however it sucked having to find a dock every 30 mins.
137,5.0,6/24/2017,Rode from 3rd Ave & 53rd St downtown to the Staten Island Ferry Terminal via the East River bike path. It was a nice ride and it was easy to use the Citi Bike station to undock & dock a bike. I plan to use it again.
138,1.0,6/24/2017,"Worst bike rental service I've ever used. If you don't want to have any overcharges given to you days after you even used a bike, DO NOT use this service. Customer service is just as useless."
139,4.0,10/5/2016,"Works in a pinch--especially in high-traffic areas. If you need to get somewhere in a hurry and it's on the other side of a busy area like midtown there is no faster way than to hop on a Citi bike. The alternatives will take longer (subway) or take longer and cost more (cab).If you're looking to do a little leisurely sightseeing these heavy, lumbering, upright bicycles could work for that, too, you just need to keep the re-docking rules in mind that many have mentioned here."
140,3.0,6/29/2018,"After renting single use twice, I received an email for $25 off annual membership. Great! but code did not work in app, waited for response by email which didn't arrive (did not wait 72 hours though)so called customer service and after a bit of time on hold got a code that worked. Love saving money! Now for the helpful hints to others-always check bike before unlocking-does the seat stay up, gears change, tires inflated, when returning double check that ride ends after docking- even with green light my first ride continued and went over (so much for above discount). Also since I am in Jersey City and wanted to ride to Hoboken Trader Joe's (why is there no Trader Joe's in JC?) it was next to impossible, only two(2) citibike stations up the elevator impossible to ride to! Coming back was dangerous flying down Patterson plank, no bike lane, potholes, road work-I was following the route on app! I am from California and the electric bikes, scooters, dock less and docked bikes are so much more plentiful and user friendly. Time for some competition here! Just saying, and how can I get a closer Trader Joe's?"
141,1.0,6/22/2017,Worst strategy to loot money from the people. Don't fall into the trap. Citi has to think of new ways to earn money
142,1.0,5/8/2017,Bike share. Great idea. FYI: must maintain bikes. Seats broken shifts don't work. Miserable. I can only rent one bike her credit card.
